"date","Assam/.","Assam/Airport","Assam/Airport Quarantine","Assam/Baksa","Assam/Barpeta","Assam/Biswanath","Assam/Bongaigaon","Assam/Cachar","Assam/Charaideo","Assam/Chirang","Assam/Darrang","Assam/Dhemaji","Assam/Dhubri","Assam/Dibrugarh","Assam/Dima Hasao","Assam/Goalpara","Assam/Golaghat","Assam/Hailakandi","Assam/Hojai","Assam/Jorhat","Assam/Kamrup","Assam/Kamrup Metropolitan","Assam/Karbi Anglong","Assam/Karimganj","Assam/Kishanganj","Assam/Kokrajhar","Assam/Lakhimpur","Assam/Majuli","Assam/Morigaon","Assam/Nagaon","Assam/Nalbari","Assam/Other State","Assam/Others","Assam/Sarusajai Quarantine Centre","Assam/Sivasagar","Assam/Sonitpur","Assam/South Salmara Mankachar","Assam/Tinsukia","Assam/Udalguri","Assam/West Karbi Anglong"
"2020-09-13","","","","","","","","","","","","","","","","","","","","  2.33 %","","  1.15 %","","","","","  5.25 %","","","","","","","","","","","","",""
"2020-09-14","","","","","","","","","","","","","","  2.26 %","","","  4.52 %","","","  2.97 %","","  1.45 %","","","","","  8.48 %","","","","","","","","","","","","",""
"2020-09-15","","","","","","","","","","","","","","  2.43 %","","","","","","  2.83 %","","  1.68 %","","","","","  5.15 %","","","","","","","","","","","","",""
"2020-09-16","","","","","","","","","","","","","","  2.17 %","","","  5.79 %","","","  2.58 %","","  1.45 %","","","","","","","","","","","","","","","","","",""
"2020-09-17","","","","","","","","","","","","","","","","","","","","  1.92 %","","   .97 %","","","","","","","","","","","","","","","","","",""
"2020-09-19","","","","","","","","","","","","","","","","","  5.99 %","","","  3.14 %","","  1.41 %","","","","","  8.13 %","","","","","","","","","","","","",""
"2020-09-20","","","","   .00 %","","","","","   .00 %","","","","","   .00 %","","","   .00 %","","   .00 %","  1.69 %","","   .82 %","","","","","","","   .00 %","","","","","","","","","   .00 %","",""
"2020-09-21","","","","","","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","  6.47 %","","   .00 %","  3.51 %","","  1.43 %","","","","","  7.78 %","","","","","","","","   .00 %","","","","",""
"2020-09-22","","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","  1.94 %","","","  3.84 %","","","  2.34 %","","   .85 %","","","","","","","","","","","","","","","","","",""
"2020-09-23","","","","","","","","   .00 %","","   .00 %","","","","  1.81 %","","","","","","  2.37 %","   .00 %","  1.23 %","","","","","  5.33 %","","","","   .00 %","","","","   .00 %","","","   .00 %","",""
"2020-09-24","","","","","","","","","","","","","","  1.51 %","","","  3.75 %","","","  2.57 %","","  1.09 %","","","","","","","","","","","","","","","","","",""
"2020-09-25","","","","","","","","  1.72 %","","","   .00 %","","","  1.33 %","","   .00 %","   .00 %","","","  2.22 %","","   .92 %","","","","","   .00 %","","","","","","","","   .00 %","","","","",""
"2020-09-26","","","","","","","","","","","","   .00 %","","  1.41 %","","","   .00 %","","   .00 %","  1.86 %","","   .94 %","","   .00 %","","","","","","   .00 %","","","","","   .00 %","   .00 %","","","   .00 %",""
"2020-09-27","","","","","","","","","","","","","","","","","","","","  2.01 %","","   .50 %","","","","","","","","","","","","","","","","","",""
"2020-09-28","","","","","","","","","","","","","","","","","  8.09 %","","","  2.93 %","","  1.31 %","","","","","","","","","","","","","","  8.38 %","","","",""
"2020-09-29","","","","","","","","","","","   .00 %","","   .00 %","   .00 %","","","","","","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","","","",""
"2020-09-30","","","","","","","","   .00 %","","","   .00 %","","","   .00 %","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","","",""
"2020-10-02","","","","","","","","","","","","","","   .00 %","","   .00 %","","","","","","   .00 %","","","","","   .00 %","","","","","","","","   .00 %","","","","",""
"2020-10-03","","","","","","","","   .00 %","","","","","","  1.26 %","","","","","","  1.68 %","   .00 %","   .89 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","","","","   .00 %","","","","",""
"2020-10-04","","","","","","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","   .48 %","","","","","   .00 %","   .00 %","","   .00 %","","","","","","","","","",""
"2020-10-05","","","","","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","","","","","   .00 %","","","","","   .00 %","","   .00 %","","","","","","   .00 %","","","","",""
"2020-10-06","","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","","  1.22 %","","   .61 %","","","","","","","","   .00 %","","","","","   .00 %","   .00 %","","","",""
"2020-10-07","","","","","","","","","","","","","","","","","","","","","","   .71 %","","","","","","","","","","","","","","","","","",""
"2020-10-08","","","","","","","","   .00 %","","","","","   .00 %","   .00 %","","","   .00 %","","","  1.30 %","","   .52 %","","","","   .00 %","   .00 %","   .00 %","","","","","","","","","","","",""
"2020-10-09","","","","","","","","","   .00 %","","","","","   .00 %","","","","","","  1.15 %","","   .56 %","","","","","","","","   .00 %","","","","","   .00 %","   .00 %","","","",""
"2020-10-10","","","","","","","","","   .00 %","","","","","   .00 %","","","   .00 %","","","","   .00 %","   .51 %","","","","","","   .00 %","","   .00 %","","","","","   .00 %","   .00 %","","","",""
"2020-10-11","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","   .00 %","","   .25 %","","","","","","","","","","","","","","","","","",""
"2020-10-12","","","","","","","","","","","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","","   .00 %","","","","","","","","","","   .00 %","   .00 %","",""
"2020-10-13","","","","","","","","","","","","","","   .00 %","","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","","","","",""
"2020-10-15","","","","","","","","","","","","","","","","","","","","","","   .44 %","","","","","","","","","","","","","","","","","",""
"2020-10-17","","","","","","","","","","   .00 %","","   .00 %","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","   .33 %","   .00 %","","","","","","","","","","","","   .00 %","","","","",""
"2020-10-18","","","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","   .00 %","","","","","","","","","",""
"2020-10-19","","","","","","","","","","","","","","","","","   .00 %","","","   .00 %","","   .49 %","","","","","","","","","","","","","","","","   .00 %","",""
"2020-10-20","","","","","","   .00 %","","","","","","","","","","","   .00 %","","","","","   .38 %","","","","","","","","","","","","","","","","   .00 %","",""
"2020-10-21","","","","","","","","","","","","","","","","","   .00 %","","","","","   .32 %","","","","","","   .00 %","","   .00 %","","","","","","","","","",""
"2020-10-22","","","","","","","","","","","","","","","","","   .00 %","","","   .00 %","","   .22 %","","","","","   .00 %","","","","","","","","","   .00 %","","   .00 %","",""
"2020-10-23","","","","","","","","","","","","","","","","","","","","","","   .48 %","","","","","","","   .00 %","","","","","","","   .00 %","","","",""
"2020-10-24","","","","","","","","","","","","","","","","","","","","","","   .14 %","","","","","","","","","","","","","","","","","",""
"2020-10-25","","","","","","   .00 %","","","","","","","","","","","   .00 %","","","   .00 %","","","","","","","   .00 %","","","","","","","","","","","","",""
"2020-10-26","","","","","","","","","","","","","","","","","","","","","","   .10 %","","","","","","","","","","","","","","","","","",""
"2020-10-27","","","","","","   .00 %","","","","","","","","   .00 %","","","   .00 %","","","","   .00 %","   .19 %","","","","","","","","","","","","","","","","   .00 %","",""
"2020-10-28","","","","","","","","","","","","","","","","","   .00 %","","","","","   .25 %","","","","","","","","","","","","","","","","","",""
"2020-10-29","","","","","","   .00 %","","","","","","","","","","","","","","","","   .23 %","","","","   .00 %","   .00 %","","","   .00 %","","","","","   .00 %","","","","",""
"2020-10-30","","","","","   .00 %","","","","","","","","","","","","   .00 %","","","","","   .21 %","","","","","","","","   .00 %","","","","","","","","","",""
"2020-11-01","","","","","","","","","","","","","","","","","","","","","   .00 %","   .17 %","","","","","","","","","","","","","","","","","",""
"2020-11-02","","","","","","","","","","","","","","","","","","","   .00 %","","","   .24 %","","","","","","","","","","","","","","","","","",""
"2020-11-03","","","","","","   .00 %","","","","","","","","","","","","","","","","   .24 %","","","","","","","","","","","","","","","","","",""
"2020-11-04","","","","","","","","","","","","","","","","","","","","","","   .21 %","","","","","","","","","","","","","","","","","",""
"2020-11-05","","","","","","","","","","","","","","","","","","","","","","   .20 %","","","","","","","","","","","","","","","","","",""
"2020-11-06","","","","","","","","","","","","","","   .00 %","","","","","","","","   .20 %","","","","","","","","","","","","","   .00 %","","","","",""
"2020-11-07","","","","","","","","","","","","","","","","","","","","","","   .16 %","","","","","   .00 %","","","","","","","","","","","   .00 %","",""
"2020-11-08","","","","","","","","","","","","","","","","","","","","","","   .14 %","","","","","","","","","","","","","","","","","",""
"2020-11-09","","","","","   .00 %","","","","","","","","","","","   .00 %","","","","","","   .19 %","","","","","","","","   .00 %","","","","","","","","","",""
"2020-11-10","","","","","","","","","","","","","","   .00 %","","","","","","","","   .12 %","","","","","","","","","","","","","","","","   .00 %","",""
"2020-11-11","","","","","","","","","","","","","","","","","","","","","","   .11 %","","","","","","","","","","","","","","","","","",""
"2020-11-12","","","","","   .00 %","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","","","","","   .00 %","",""
"2020-11-13","","","","","","","","","","","","","","","","","","","","","","   .13 %","","","","","","","","","","","","","","","","","",""
"2020-11-14","","","","","","","","","","","","","","   .00 %","","","","","","","","   .06 %","","","","","","","","","","","","","","","","","",""
"2020-11-15","","","","","","","","","","","","","","","","","","","","","","   .09 %","","","","","","","","","","","","","","","","","",""
"2020-11-16","","","","","","","","","","","","","","","   .00 %","","","","","","","   .08 %","","","","","","","","","","","","","","","","","",""
"2020-11-17","","","","","","","","","","","","","","","","   .00 %","","","","","","   .14 %","","","","","","","","","","","","","","","","   .00 %","",""
"2020-11-18","","","","","","","","","","","","","","","","","","","","","   .00 %","   .09 %","","","","","","","","","","","","","","","","   .00 %","",""
"2020-11-19","","","","","","","","","","","","","","","","","","","","","","   .10 %","","","","","","","","","","","","","","","","","",""
"2020-11-20","","","","","","","","","","","","","","","","","","","","","","   .12 %","","","","","","","   .00 %","","   .00 %","","","","","","","","",""
"2020-11-21","","","","","","","","","","   .00 %","","","","","","","","","","   .00 %","","   .14 %","","","","","","","","","","","","","","","","","",""
"2020-11-22","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","",""
"2020-11-23","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-11-24","","","","","","","","","","","","","","","","","","","","","","   .11 %","","","","","","","","","","","","","","","","   .00 %","",""
"2020-11-25","","","","","   .00 %","","","","","","","","","   .00 %","","","","","","","","   .13 %","","","","","","","","","","","","","","","","","",""
"2020-11-27","","","","","","","","","","","","","","   .00 %","","   .00 %","","","","","","   .09 %","","","","","","","","","","","","","","","","","",""
"2020-11-28","","","","","","","","","","","","","","","","","","","","","","   .12 %","","","","","","","","","","","","","","","","","",""
"2020-11-29","","","","","","","","","","","","","","","","","","","","","","   .12 %","","","","","","","","","","","","","","","","","   .00 %",""
"2020-11-30","","","","","","","","","","","","","","","","","","","","","","   .11 %","","","","","","","","","","","","","","","","","",""
"2020-12-01","","","","","","","","","","","","","","","","","","","","","","   .17 %","","","","","","","","","","","","","","","","","",""
"2020-12-26","","","","","","","   .00 %","","","","","","","","","","","","","","   .00 %","   .07 %","","","","","","","","","","","","","","","","","",""
"2020-12-27","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","","","","","","","","","   .00 %","",""
"2020-12-28","","","","","","","","","","","","","","","","","","","","","","   .06 %","","","","","","","","","","","","","","","","","",""
"2020-12-29","","","","","","","","","","","","","   .00 %","","","","","","","","","   .06 %","","","","","","","","","","","","","   .00 %","","","","",""
"2020-12-30","","","","","","","","   .00 %","","","","","","","","","","","","","","   .06 %","","","","","","","","","   .00 %","","","","","","","","",""
"2020-12-31","","","","","","","","   .00 %","","","","","","","","","","","","","","   .06 %","","","","","","","","","","","","","","","","","",""
"2021-01-02","","","","","","","","","","","","","","","","","","","","","","   .03 %","","","","","","","","","","","","","","","","","",""
"2021-01-03","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","","","","","","","","","","",""
"2021-01-04","","","","","","","","","","","","","","","","","","","","","","   .02 %","","","","","","","","","","","","","","","","","",""
"2021-01-05","","","","","","","","","","","","","","","","","","","","","","   .03 %","","","","","","","","","","","","","","","","","",""
"2021-01-06","","","","","","","","","","","","","","","","","","","","","","   .03 %","","","","","","","","","","","","","","","","","",""
"2021-01-07","","","","","","","","","","","","","","","","","","","","","","   .04 %","","","","","","","","","","","","","","","","","",""
"2021-01-08","","","","","","","","","","","","","","","","","","","","","","   .03 %","","","","","","","","","","","","","","","","","",""
"2021-01-09","","","","","","","","","","","","","","","","","","","","","","   .03 %","","","","","","","","","","","","","","","","","",""
"2021-01-11","","","","","","","","","","","","","","","","","","","","","","   .04 %","","","","","","","","","","","","","","","","","",""
"2021-01-12","","","","","","","","","","","","","","","","","","","","","","   .03 %","","","","","","","","","","","","","","","","","",""
"2021-01-13","","","","","","","","","","","","","","","","","","","","","","   .04 %","","","","","","","","","","","","","","","","","",""
"2021-01-15","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","","","","","","","","","","",""
"2021-01-16","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","","","","","","","","","","",""
"2021-01-17","","","","","","","","   .16 %","","","","","","","","","","","","","","   .01 %","","","","","","","","","","","","","","","","   .12 %","",""
"2021-01-18","","","","","","","","   .05 %","","","","","","   .04 %","","","","","","","   .07 %","   .03 %","","","","","","","","","","","","","","","","","",""
"2021-01-19","","","","","","","","","","","","","","   .06 %","","","","","","","","   .01 %","","","","","","","","   .07 %","","","","","","","","","",""
"2021-01-20","","","","","","","","   .06 %","","","","","","   .05 %","","","","","","","","   .02 %","","   .33 %","","","","","","   .11 %","","","","","","","","","",""
"2021-01-21","","","","","","","","","","","","","","   .02 %","","","","","","","","   .01 %","","","","","","","","","","","","","","","  3.92 %","   .15 %","",""
"2021-01-22","","","","","","","","","","","","","","   .08 %","","","","","","","","   .00 %","","   .17 %","","","","","","","","","","","","","","","",""
"2021-01-23","","","","","","","","","  2.65 %","","","","","","   .84 %","  1.06 %","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-01-24","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","   .07 %","","","","","","   .16 %","","","",""
"2021-01-25","","","","","","","","   .05 %","","","","","","   .08 %","","","","","","","","   .02 %","","","","","","","","","","","","","","","","","",""
"2021-01-26","","","","","","","","","","","","","","   .02 %","","","","","","","","","","","","   .49 %","","","","   .07 %","","","","","","","","","",""
"2021-01-27","","","","","","","","   .05 %","","","","","","   .08 %","","","","","","","","   .00 %","","","","","","","","   .04 %","","","","","","","","","",""
"2021-01-28","","","","","","","","","","","","","","","","","","","","","","   .02 %","","","","","","","","","","","","","","","","","",""
"2021-01-29","","","","","","","","","","","","","","   .02 %","","","   .16 %","   .12 %","","","","   .01 %","","","","","","","","","","","","","","","","","",""
"2021-01-30","","","","","","","","","","","","","","   .04 %","","","","","","","","   .04 %","","","","","","","","","","","","","","","","","",""
"2021-01-31","","","","","","","","   .05 %","","","","","","   .02 %","","","","","","","","   .03 %","","","","","","","","","","","","","","","","","",""
"2021-02-01","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","","","","","","","","","   .06 %","",""
"2021-02-02","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","","","","","","","   .08 %","","","",""
"2021-02-03","","","","","","","","","","","","","","   .02 %","","","","","","","","   .01 %","","","","","","","","","","","","","","   .08 %","","","",""
"2021-02-04","","","","","","","","","","","","","","","   .84 %","","","","","   .03 %","","   .01 %","","","","","","","","","","","","","","","","","",""
"2021-02-05","","","","","","   .21 %","","","","","","","","   .02 %","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-02-07","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","   .08 %","","","",""
"2021-02-08","","","","","","","","","","","","","","   .10 %","","","","","","","","   .01 %","","","","","","","","","","","","","","","","","",""
"2021-02-09","","","","","","","","","","","","","","   .16 %","","","","","","","","   .01 %","","","","","","","","","","","","","","","","   .12 %","",""
"2021-02-10","","","","","","","","","","","","","","   .02 %","","","","","","","","   .01 %","","","","","","","","","","","","","","","","","",""
"2021-02-11","","","","","","","","","","","","","","   .02 %","","","","","","","","   .01 %","","","","   .98 %","","","","","","","","","","","","","",""
"2021-02-12","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","","","","","","","","","","",""
"2021-02-14","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","   .02 %","","","","","","","","","",""
"2021-02-15","","","","","","","","","","","","","","   .02 %","","","","","","","","   .01 %","","","","","","","","","","","","","","   .08 %","","","",""
"2021-02-16","","","","","","   .21 %","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-02-17","","","","","","  1.07 %","","","","","","","","","","","","","","   .03 %","","   .02 %","","","","","","","","","","","","","","","","","",""
"2021-02-18","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","","   .21 %","","","","","","","   .06 %","",""
"2021-02-19","","","","","","","","","","","","","","   .02 %","","","","","","","","   .02 %","","","","","","","","","","","","","","","","   .18 %","",""
"2021-02-20","","","","","","","","","","","","","","   .03 %","","","","","","","","   .01 %","","","","","","","","","","","","","","","","   .09 %","",""
"2021-02-21","","","","","","","","","","","","","","","","","","","","","","   .02 %","","","","","","","","","","","","","","","","   .03 %","",""
"2021-02-22","","","","","","","","","","","","","","   .03 %","","","","","","   .02 %","","   .02 %","","","","","","","","","","","","","","","","","",""
"2021-02-23","","","","","","","","","","","","","","   .04 %","","","","","","","","   .03 %","","","","","","","","","","","","","","","","   .06 %","",""
"2021-02-24","","","","","","","","","","","","","","","","","","","","","","   .03 %","","","","  1.21 %","","","","","","","","","","","","   .12 %","",""
"2021-02-25","","","","","","","","","","","","","","   .04 %","","","","","","","","   .03 %","","","","","","","","","","","","","","","","   .18 %","",""
"2021-02-26","","","","","","","","","","","","","","   .03 %","","","","","","   .03 %","","   .03 %","","","","","","","","","","","","","","","","   .29 %","",""
"2021-02-27","","","","","","","","","","","","","","   .02 %","","","","","","","","   .01 %","","","","","","","","","","","","","","","","","",""
"2021-02-28","","","","","","","","","","","","","","   .01 %","","","","","","","","   .01 %","","","","","","","","   .04 %","","","","","","","","   .03 %","",""
"2021-03-01","","","","","","","","","","","","","","   .03 %","","","","","","","","   .05 %","","","","","","","","","","","","","","","","   .20 %","",""
"2021-03-02","","","","","","","","","","","","","","","","","","","","","","   .02 %","","","","   .48 %","","","","","","","","","","","","","",""
"2021-03-03","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","","","","","","","","","   .09 %","",""
"2021-03-04","","","","","","","","   .02 %","","","","","","   .01 %","","","","","","","","   .02 %","","","","","","","","","","","","","","","","   .15 %","   .13 %",""
"2021-03-05","","","","","","","","","","","","","","   .06 %","","","","","","","","   .02 %","","","","","","","","","","","","","","","","   .23 %","",""
"2021-03-06","","","","","","","","   .03 %","","","","","","","","","","","","","","   .01 %","","","","","","","","","","","","","","","","   .06 %","",""
"2021-03-07","","","","","","","","","","","","   .13 %","","   .01 %","","","","","","","","   .03 %","","","","","","","   .47 %","","","","","","","","","   .03 %","",""
"2021-03-08","","","","","","","","","","","","","","   .02 %","","","","","","","","   .02 %","","","","","","","","","","","","","","","","   .09 %","",""
"2021-03-09","","","","","","","   .08 %","","","","","","","   .01 %","","","","","","","   .02 %","   .02 %","","","","","","","","","","","","","","","","   .23 %","",""
"2021-03-10","","","","","","","   .08 %","","","","","","","   .08 %","","","","","","   .01 %","   .02 %","   .02 %","","","","","","","","","","","","","","","","","",""
"2021-03-11","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","","","","","","","","","   .14 %","",""
"2021-03-12","","","","","","","","","","","","","","   .03 %","","","","","","","","   .01 %","","","","","","","","   .07 %","","","","","","   .23 %","","","",""
"2021-03-13","","","","","","","","","","","","","","","","","   .03 %","","","   .01 %","","   .02 %","","","","","","","","   .07 %","","","","","","","","   .03 %","",""
"2021-03-14","","","","","","","","   .02 %","","","","","","","","","","","","   .03 %","","   .02 %","","","","","","","","","","","","","","","","   .09 %","",""
"2021-03-15","","","","","","","","","","","","","","","","","","","","","","   .02 %","","","","","","","","   .09 %","","","","","","","","   .09 %","",""
"2021-03-16","","","","","","","","   .02 %","","","","","","","","","","","","","","   .02 %","","","","","","","   .63 %","","","","","","","","","   .20 %","",""
"2021-03-17","","","","","","","","","","","","","","","","","","","","   .17 %","","   .02 %","","","","","","","","","","","","","","","","   .09 %","",""
"2021-03-18","","","","","","","","","","  1.07 %","","","","","","","","","","   .05 %","","   .04 %","","","","","","","","   .07 %","","","","","","","","","",""
"2021-03-19","","","","","","","","","","","","","","   .05 %","","","","","","   .06 %","","   .01 %","","","","","","","","","","","","","","","","","",""
"2021-03-21","","","","","","","","   .03 %","","","","","","","","","","","","   .02 %","","   .02 %","","","","","","","","   .04 %","","","","","","","","   .09 %","",""
"2021-03-23","","","","","","","","","","","","","","","","","","","","","","   .08 %","","","","","","","","   .04 %","","","","","","   .08 %","","   .06 %","   .53 %",""
"2021-03-24","","","","","","","","","","","","","","","","","","","","","","   .04 %","","","","","","","","","","","","","   .76 %","   .31 %","","","",""
"2021-03-25","","","","","","","   .08 %","   .02 %","","","","","","   .08 %","","","","","","   .05 %","   .04 %","   .04 %","   .16 %","","","   .24 %","","","","","","","","","   .19 %","","","   .09 %","",""
"2021-03-26","","","","","","","   .31 %","","","","","","","   .05 %","","","","","","   .03 %","   .11 %","   .02 %","","   .17 %","","   .24 %","","","","   .02 %","","","","","   .19 %","   .04 %","","   .06 %","",""
"2021-03-27","","","","   .15 %","","","","","","","","","","   .03 %","","","","","   .06 %","   .01 %","   .04 %","   .04 %","","","","","","","   .16 %","","","","","","","   .04 %","","   .52 %","",""
"2021-03-28","","","","","","","","   .05 %","","","","","","   .02 %","","","","","","","","   .03 %","","   .33 %","","","","","","   .09 %","","","","","","","","   .57 %","",""
"2021-03-29","","","","","","","   .23 %","   .02 %","","","","","","   .02 %","","","","","","   .01 %","   .09 %","   .04 %","","","","","","","","   .07 %","","","","","   .19 %","","","   .17 %","",""
"2021-03-30","","","","","","   .63 %","","","","   .35 %","","","","   .08 %","","","","   .12 %","","   .01 %","   .26 %","   .04 %","","   .08 %","","","","","","   .02 %","","","","","   .37 %","   .04 %","","   .06 %","   .13 %",""
"2021-03-31","","","","","","","","","","","","","","","","","","   .12 %","","   .01 %","   .06 %","   .05 %","","   .08 %","","","","","","   .15 %","   .11 %","","","","   .37 %","   .04 %","","","",""
"2021-04-01","","","","","","","   .08 %","","","","","","","   .06 %","","","   .03 %","","","   .06 %","   .09 %","   .07 %","   .16 %","","","","","","","   .02 %","","","","","   .37 %","   .04 %","","   .08 %","",""
"2021-04-02","","","","","   .09 %","","   .23 %","","","   .35 %","","","","   .07 %","","","   .05 %","","   .06 %","   .03 %","   .09 %","   .06 %","","","","","","","   .16 %","   .07 %","   .21 %","","","","","   .15 %","","   .08 %","",""
"2021-04-03","","","","","","","   .15 %","   .02 %","","","","","","   .08 %","   .41 %","   .15 %","   .08 %","","   .12 %","","","   .06 %","   .32 %","","","","   .03 %","","   .31 %","   .13 %","","","","","","   .04 %","","   .11 %","   .52 %",""
"2021-04-05","","","","","","","","","","","","","","   .06 %","","","   .05 %","   .06 %","   .06 %","   .03 %","   .19 %","   .06 %","","","","","","","","   .15 %","   .11 %","","","","   .18 %","   .15 %","","   .14 %","",""
"2021-04-06","","","","","","   .21 %","","   .08 %","","","   .05 %","","","   .08 %","","","   .08 %","","   .30 %","   .16 %","   .11 %","   .05 %","","   .08 %","","","   .03 %","","","   .26 %","","","","","   .55 %","   .19 %","","   .06 %","",""
"2021-04-07","","","","   .15 %","   .36 %","","   .08 %","   .03 %","   .86 %","  1.05 %","   .05 %","","","   .20 %","   .41 %","   .30 %","   .08 %","   .06 %","   .12 %","   .05 %","   .34 %","   .21 %","   .16 %","   .08 %","","","","","","   .09 %","   .10 %","   .00 %","","","  1.28 %","   .04 %","","   .34 %","   .26 %",""
"2021-04-08","","","","   .15 %","   .09 %","","   .45 %","   .08 %","","","   .05 %","","   .17 %","   .27 %","   .41 %","   .15 %","   .16 %","","   .54 %","   .06 %","   .26 %","   .25 %","","   .49 %","","   .47 %","","","   .15 %","   .11 %","   .42 %","","","","  1.08 %","   .19 %","","   .28 %","   .13 %",""
"2021-04-09","","","","","   .71 %","   .63 %","   .53 %","   .11 %","","  1.04 %","   .25 %","   .13 %","   .12 %","   .07 %","","   .90 %","   .21 %","","   .12 %","   .12 %","   .19 %","   .30 %","   .31 %","   .33 %","","   .47 %","","  1.21 %","","   .26 %","   .42 %","","","","   .36 %","   .38 %","","   .25 %","   .26 %",""
"2021-04-10","","","","  1.59 %","  2.03 %","  1.04 %","   .98 %","   .32 %","   .85 %","  4.12 %","   .30 %","   .26 %","   .35 %","   .24 %","  1.23 %","  1.78 %","   .31 %","   .24 %","   .06 %","   .19 %","   .60 %","   .29 %","  1.25 %","   .41 %","","   .94 %","   .10 %","","   .77 %","   .24 %","   .21 %"," ##.## %","","","   .53 %","   .38 %","","   .22 %","","  2.56 %"
"2021-04-11","","","","   .57 %","   .17 %","","   .07 %","   .16 %","  1.69 %","","   .45 %","   .52 %","   .06 %","   .24 %","","   .15 %","   .03 %","   .06 %","   .24 %","   .13 %","   .28 %","   .37 %","","   .57 %","","   .70 %","   .13 %","","   .31 %","   .39 %","   .21 %","","","","   .89 %","   .53 %","","   .47 %","   .26 %","  5.00 %"
"2021-04-12","","","","   .99 %","  1.21 %","   .62 %","  1.41 %","   .41 %","  3.33 %","  2.31 %","   .75 %","  1.94 %","   .46 %","   .44 %","   .81 %","  1.31 %","   .21 %","","   .48 %","   .20 %","  1.02 %","   .38 %","  1.39 %","  1.86 %","","  1.61 %","   .23 %","","  1.07 %","   .62 %","   .21 %","","","","   .53 %","   .76 %","","   .64 %","   .13 %",""
"2021-04-13","","","","   .42 %","  1.53 %","   .41 %","   .73 %","   .19 %","","  1.29 %","   .50 %","   .76 %","   .29 %","   .75 %","   .40 %","  1.15 %","   .29 %","","   .59 %","   .28 %","  1.01 %","   .49 %","  1.37 %","  1.19 %","","   .91 %","   .13 %","","   .91 %","   .36 %","  1.03 %","","","","   .35 %","   .45 %","","   .28 %","   .64 %",""
"2021-04-14","","","","   .28 %","   .50 %","","   .36 %","   .35 %","","","   .15 %","   .50 %","   .06 %","   .19 %","","   .43 %","   .05 %","","   .18 %","   .16 %","   .68 %","   .39 %","  2.56 %","   .08 %","","  1.57 %","   .26 %","   .60 %","   .15 %","   .17 %","   .20 %","","   .00 %","","   .35 %","   .34 %","","   .22 %","   .13 %",""
"2021-04-15","","","","","   .17 %","   .20 %","   .22 %","   .11 %","  4.84 %","","   .35 %","   .25 %","","   .65 %","","   .42 %","   .13 %","","  1.00 %","   .18 %","   .64 %","   .49 %","  2.49 %","   .31 %","","   .88 %","","","   .90 %","   .15 %","   .31 %"," ##.## %","","","   .17 %","   .30 %","","   .66 %","   .51 %",""
"2021-04-16","","","","   .42 %","  1.08 %","  1.02 %","   .51 %","   .14 %","","  2.23 %","   .30 %","   .38 %","   .29 %","   .25 %","","   .70 %","   .13 %","   .06 %","   .99 %","   .12 %","   .96 %","   .47 %","  2.72 %","  1.09 %","","  3.29 %","   .07 %","","   .89 %","   .70 %","  1.83 %"," 75.00 %","","","   .87 %","  1.12 %","  5.66 %","   .27 %","   .13 %",""
