"date","Rajasthan/Ajmer","Rajasthan/Alwar","Rajasthan/BSF Camp","Rajasthan/Banswara","Rajasthan/Baran","Rajasthan/Barmer","Rajasthan/Bharatpur","Rajasthan/Bhilwara","Rajasthan/Bikaner","Rajasthan/Bundi","Rajasthan/Chittorgarh","Rajasthan/Churu","Rajasthan/Dausa","Rajasthan/Dholpur","Rajasthan/Dungarpur","Rajasthan/Evacuees","Rajasthan/Ganganagar","Rajasthan/Hanumangarh","Rajasthan/Jaipur","Rajasthan/Jaisalmer","Rajasthan/Jalore","Rajasthan/Jhalawar","Rajasthan/Jhunjhunu","Rajasthan/Jodhpur","Rajasthan/Karauli","Rajasthan/Kota","Rajasthan/Nagaur","Rajasthan/Other State","Rajasthan/Other state","Rajasthan/Pali","Rajasthan/Pratapgarh","Rajasthan/Rajsamand","Rajasthan/Sawai Madhopur","Rajasthan/Sikar","Rajasthan/Sirohi","Rajasthan/Tonk","Rajasthan/Udaipur"
"2020-09-07","4744","8419","","733","839","2374","3807","2334","4899","783","1069","1120","660","2390","1170","","745","449","13035","486","1380","1919","1155","13560","650","6526","2582","187","","4307","544","1325","602","2830","1406","774","2581"
"2020-09-08","4830","8536","","759","873","2394","3831","2377","4949","826","1108","1136","661","2418","1192","","770","457","13360","510","1395","1963","1159","13709","666","6711","2621","","","4376","544","1338","614","2891","1424","783","2606"
"2020-09-09","4917","8621","","779","918","2426","3851","2429","5014","858","1156","1157","661","2454","1210","","800","490","13671","510","1421","2009","1161","13929","666","6890","2654","187","","4422","557","1363","641","2907","1442","784","2629"
"2020-09-10","4967","8677","","807","941","2450","3877","2457","5054","889","1181","1186","666","2486","1229","","826","514","14000","524","1441","2048","1186","14249","669","7067","2697","","","4459","567","1372","663","2962","1474","804","2648"
"2020-09-11","5063","8797","","826","971","2455","3894","2470","5146","902","1226","1197","672","2498","1259","","861","536","14321","528","1463","2067","1213","14532","678","7219","2744","187","","4492","574","1409","667","3035","1494","806","2682"
"2020-09-12","5164","8906","","842","994","2479","3916","2499","5202","925","1247","1218","674","2515","1279","","893","553","14656","528","1478","2091","1233","14812","680","7371","2791","","","4536","601","1431","671","3091","1519","809","2762"
"2020-09-13","5266","9015","","870","1008","2495","3928","2546","5247","954","1267","1251","702","2536","1303","","929","566","14986","530","1493","2093","1259","15055","696","7520","2844","","","4588","619","1468","679","3166","1537","821","2832"
"2020-09-14","5388","9144","","908","1029","2505","3940","2629","5313","986","1295","1274","703","2546","1319","","952","600","15331","537","1515","2111","1276","15300","704","7666","2893","","","4635","622","1482","707","3210","1551","840","2888"
"2020-09-15","5473","9238","","939","1058","2510","3968","2689","5355","1012","1318","1299","714","2562","1344","","980","636","15671","560","1541","2131","1300","15568","710","7805","2937","","","4674","627","1496","717","3300","1572","863","2992"
"2020-09-16","5573","9339","","964","1078","2539","3991","2752","5413","1037","1339","1323","730","2584","1367","","1010","647","16038","604","1568","2147","1315","15869","714","7931","2975","","","4711","669","1511","725","3340","1585","881","3072"
"2020-09-17","5688","9442","","990","1106","2550","4018","2841","5468","1060","1361","1352","734","2608","1394","","1044","670","16407","616","1594","2171","1325","16098","720","8080","3017","","","4755","683","1527","735","3409","1605","904","3162"
"2020-09-18","5793","9535","","1011","1139","2562","4027","2900","5514","1088","1385","1380","760","2637","1419","","1074","682","16740","648","1625","2194","1340","16399","731","8224","3058","","","4805","686","1554","751","3459","1632","939","3260"
"2020-09-19","5908","9637","","1028","1164","2568","4034","2988","5574","1108","1403","1401","776","2658","1451","","1103","691","17126","658","1650","2220","1352","16695","740","8366","3101","","","4864","708","1575","764","3504","1657","966","3347"
"2020-09-20","6009","9751","","1054","1174","2582","4071","3092","5632","1130","1432","1431","798","2678","1468","","1132","725","17454","668","1654","2241","1383","16996","750","8428","3143","","","4989","714","1586","775","3543","1673","1007","3487"
"2020-09-21","6088","9843","","1064","1183","2595","4118","3190","5717","1140","1461","1470","814","2692","1490","","1160","737","17843","684","1729","2256","1395","17320","759","8498","3185","","","5099","725","1606","784","3565","1693","1047","3592"
"2020-09-22","6176","9936","","1074","1193","2611","4152","3273","5784","1148","1487","1505","846","2703","1547","","1189","759","18241","693","1821","2276","1430","17623","777","8541","3237","","","5182","731","1637","799","3583","1728","1078","3694"
"2020-09-23","6269","10076","","1084","1198","2628","4174","3381","5856","1152","1502","1540","873","2730","1578","","1214","767","18619","707","1882","2290","1449","17919","788","8601","3272","","","5244","735","1658","807","3731","1760","1109","3807"
"2020-09-24","6343","10168","","1117","1210","2655","4211","3514","5942","1171","1514","1568","895","2763","1603","","1246","773","19000","718","1973","2320","1484","18227","799","8647","3323","187","","5303","746","1687","820","3801","1786","1144","3910"
"2020-09-25","6438","10249","","1142","1228","2664","4228","3620","6021","1188","1529","1595","925","2784","1629","","1272","795","19425","736","2093","2335","1515","18524","812","8709","3373","","","5401","754","1718","834","3871","1818","1171","3995"
"2020-09-26","6538","10402","","1164","1248","2667","4243","3710","6129","1198","1547","1618","962","2804","1664","","1295","814","19840","765","2177","2345","1541","18859","832","8762","3416","","","5484","759","1750","852","3929","1823","1201","4098"
"2020-09-27","6631","10507","","1176","1261","2680","4267","3795","6208","1210","1579","1658","994","2830","1713","","1334","832","20213","785","2262","2356","1586","19149","841","8845","3482","","","5571","777","1786","859","4034","1860","1235","4204"
"2020-09-28","6713","10617","","1191","1275","2699","4287","3895","6314","1226","1603","1695","1031","2860","1753","","1367","851","20657","802","2336","2373","1624","19510","861","8905","3535","","","5698","786","1816","874","4040","1898","1256","4284"
"2020-09-29","6837","10700","","1201","1286","2744","4309","4001","6417","1228","1629","1763","1046","2895","1769","","1418","879","21079","823","2356","2383","1673","19841","881","8991","3611","","","5767","792","1849","900","4101","1946","1280","4385"
"2020-09-30","6927","10809","","1212","1291","2766","4341","4108","6556","1237","1674","1818","1085","2920","1828","","1476","905","21487","839","2409","2399","1714","20177","920","9054","3695","","","5829","796","1875","914","4128","1987","1291","4486"
"2020-10-01","7016","10897","","1223","1305","2785","4371","4301","6712","1239","1712","1842","1105","2941","1871","","1526","945","21919","852","2493","2413","1762","20490","940","9107","3762","","","5907","799","1904","921","4173","2028","1314","4571"
"2020-10-02","7111","11095","","1234","1312","2833","4391","4409","6895","1248","1748","1902","1116","2968","1890","","1579","987","22333","877","2514","2436","1831","20816","942","9148","3784","","","5975","805","1937","927","4219","2072","1344","4679"
"2020-10-03","7171","11264","","1253","1319","2834","4467","4564","7066","1255","1800","1959","1131","3008","1921","","1614","1008","22757","890","2551","2440","1860","21163","949","9222","3798","","","6042","823","1957","938","4254","2096","1365","4768"
"2020-10-04","7291","11412","","1270","1327","2846","4509","4642","7282","1257","1815","1979","1146","3026","1978","","1746","1038","23178","911","2606","2453","1895","21515","960","9268","3808","","","6070","828","1982","938","4307","2105","1377","4926"
"2020-10-05","7403","11602","","1284","1338","2877","4551","4751","7555","1267","1839","2014","1156","3066","2002","","1776","1055","23628","924","2655","2465","1929","21880","978","9293","3830","","","6116","838","2009","948","4320","2129","1405","4973"
"2020-10-06","7549","11798","","1297","1339","2913","4587","4902","7710","1268","1854","2043","1163","3091","2024","","1830","1084","24097","945","2666","2476","1958","22172","993","9348","3844","","","6138","841","2019","956","4405","2136","1413","5118"
"2020-10-07","7639","11983","","1307","1345","2924","4618","5022","7971","1275","1885","2061","1179","3102","2070","","1863","1085","24570","956","2695","2491","1976","22501","1005","9385","3865","","","6188","845","2051","971","4469","2164","1423","5244"
"2020-10-08","7733","12105","","1319","1360","2934","4637","5147","8250","1282","1901","2100","1179","3126","2095","","1919","1102","24993","964","2716","2508","2011","22888","1005","9458","3883","","","6228","846","2065","973","4564","2169","1439","5367"
"2020-10-09","7846","12191","","1331","1365","2957","4662","5232","8551","1290","1941","2138","1183","3139","2095","","1999","1140","25392","979","2772","2513","2024","23281","1019","9544","3962","","","6276","848","2087","973","4606","2184","1480","5446"
"2020-10-10","7919","12395","","1339","1366","2965","4690","5330","8851","1302","1959","2156","1188","3147","2133","","2062","1164","25757","982","2807","2525","2058","23630","1031","9638","4024","","","6316","852","2107","997","4649","2195","1514","5521"
"2020-10-11","8015","12547","","1348","1389","2974","4736","5372","9197","1315","1985","2193","1201","3150","2210","","2131","1182","26146","996","2873","2537","2065","23933","1033","9738","4078","","","6340","853","2122","1000","4684","2210","1547","5613"
"2020-10-12","8103","12706","","1366","1390","2995","4795","5437","9550","1324","2011","2232","1211","3174","2229","","2188","1198","26542","1010","2881","2540","2069","24264","1062","9794","4145","","","6394","864","2148","1011","4706","2225","1593","5688"
"2020-10-13","8259","12862","","1386","1390","3009","4853","5443","9768","1333","2016","2249","1217","3180","2229","","2254","1225","26939","1017","2945","2542","2114","24482","1064","9878","4277","","","6496","864","2162","1015","4751","2253","1615","5793"
"2020-10-14","8368","12988","","1387","1399","3015","4913","5470","10061","1333","2033","2331","1244","3182","2253","","2298","1230","27326","1023","2966","2546","2172","24753","1072","9968","4363","","","6544","869","2207","1034","4790","2271","1627","5865"
"2020-10-15","8468","13156","","1396","1414","3025","4948","5484","10359","1355","2062","2409","1282","3200","2284","","2356","1259","27722","1045","3001","2546","2182","25066","1079","10025","4404","","","6574","872","2224","1034","4850","2286","1630","5943"
"2020-10-16","8532","13240","","1419","1422","3047","5014","5513","10624","1359","2084","2472","1304","3211","2329","","2408","1282","28116","1061","3057","2553","2215","25368","1091","10114","4460","","","6626","876","2240","1047","4924","2286","1636","6020"
"2020-10-17","8617","13345","","1456","1434","3091","5062","5539","10850","1379","2092","2475","1348","3224","2333","","2464","1306","28488","1073","3139","2558","2287","25672","1100","10201","4512","","","6649","877","2262","1057","5017","2313","1652","6070"
"2020-10-18","8710","13380","","1462","1436","3115","5172","5565","11128","1381","2114","2550","1392","3234","2357","","2564","1324","28870","1082","3209","2561","2293","25975","1107","10265","4588","187","","6705","880","2268","1065","5071","2319","1655","6130"
"2020-10-19","8800","13593","","1469","1446","3136","5309","5595","11213","1394","2128","2632","1412","3238","2357","","2610","1354","29241","1094","3254","2576","2366","26284","1112","10341","4680","187","","6763","880","2276","1065","5094","2319","1666","6190"
"2020-10-20","8921","13748","","1475","1446","3164","5379","5612","11361","1399","2134","2655","1429","3243","2360","","2709","1372","29627","1104","3297","2580","2432","26517","1113","10415","4770","","","6800","884","2284","1077","5195","2319","1671","6292"
"2020-10-21","9040","13926","","1476","1461","3191","5403","5674","11444","1400","2154","2655","1457","3259","2387","","2773","1386","29976","1106","3318","2591","2443","26820","1124","10486","4848","","","6864","895","2311","1077","5288","2323","1681","6357"
"2020-10-22","9125","13988","","1476","1463","3196","5445","5714","11671","1406","2162","2688","1475","3266","2421","","2847","1408","30325","1111","3363","2591","2486","27100","1128","10556","4920","","","6943","895","2342","1091","5395","2324","1690","6405"
"2020-10-23","9201","14100","","1479","1463","3225","5516","5741","11888","1417","2172","2721","1487","3273","2436","","2940","1432","30664","1126","3398","2598","2525","27396","1130","10610","4968","","","6989","911","2352","1107","5483","2329","1690","6464"
"2020-10-24","9301","14199","","1479","1468","3254","5547","5784","12090","1422","2187","2741","1502","3287","2445","","3126","1447","31009","1133","3496","2608","2570","27605","1137","10672","5025","","","7028","914","2364","1109","5600","2330","1695","6509"
"2020-10-25","9390","14282","","1487","1476","3291","5598","5802","12293","1427","2195","2773","1517","3287","2480","","3201","1472","31348","1151","3586","2612","2590","27888","1137","10729","5114","","","7088","920","2372","1113","5665","2355","1711","6554"
"2020-10-26","9463","14423","","1492","1478","3312","5655","5810","12550","1449","2215","2793","1522","3293","2484","","3245","1473","31700","1167","3666","2616","2677","28220","1141","10761","5211","","","7111","920","2380","1116","5706","2358","1719","6583"
"2020-10-27","9583","14548","","1496","1478","3316","5689","5827","12870","1449","2222","2831","1526","3297","2488","","3321","1573","32029","1178","3689","2616","2704","28379","1145","10855","5305","","","7148","922","2382","1117","5791","2363","1729","6639"
"2020-10-28","9681","14702","","1496","1482","3337","5716","5864","13150","1453","2238","2859","1541","3303","2511","","3406","1584","32360","1181","3711","2620","2756","28556","1150","10906","5373","","","7182","926","2387","1127","5904","2407","1736","6685"
"2020-10-29","9744","14793","","1504","1486","3369","5767","5901","13401","1458","2251","2887","1566","3307","2518","","3478","1602","32695","1198","3753","2640","2799","28831","1150","10957","5425","","","7223","926","2403","1133","5993","2436","1752","6734"
"2020-10-30","9813","14928","","1511","1491","3396","5845","5926","13599","1459","2265","2897","1596","3311","2534","","3556","1664","33035","1204","3802","2651","2880","29054","1154","10983","5473","","","7255","927","2415","1138","6088","2470","1772","6782"
"2020-10-31","9894","15082","","1513","1496","3434","5870","5946","13779","1470","2280","2929","1618","3316","2535","","3640","1730","33367","1209","3811","2660","2894","29343","1156","11057","5568","","","7285","929","2421","1140","6166","2502","1789","6825"
"2020-11-01","9968","15199","","1518","1498","3464","5953","5973","14001","1471","2297","2948","1633","3320","2544","","3707","1730","33712","1223","3859","2666","2967","29593","1156","11127","5636","","","7310","929","2428","1145","6253","2512","1789","6879"
"2020-11-02","10046","15319","","1521","1517","3497","6007","6000","14202","1472","2324","2965","1638","3323","2553","","3824","1791","34027","1230","3900","2670","3034","29827","1157","11196","5724","","","7365","929","2437","1150","6287","2522","1799","6903"
"2020-11-03","10205","15418","","1521","1517","3528","6037","6030","14400","1484","2328","3002","1688","3328","2553","","3918","1827","34358","1240","3923","2680","3064","30028","1157","11261","5785","","","7386","932","2447","1152","6384","2522","1820","6958"
"2020-11-04","10330","15563","","1521","1519","3562","6082","6055","14579","1497","2333","3041","1725","3328","2581","","3990","1843","34678","1243","3965","2689","3110","30213","1170","11333","5850","","","7440","932","2458","1152","6482","2536","1848","7003"
"2020-11-05","10440","15665","","1528","1533","3607","6125","6083","14782","1497","2360","3086","1761","3348","2592","","4045","1865","35011","1253","4026","2703","3149","30419","1177","11386","5908","","","7495","934","2473","1163","6584","2553","1868","7042"
"2020-11-06","10555","15787","","1530","1544","3649","6186","6107","14947","1516","2381","3122","1783","3353","2616","","4147","1906","35318","1265","4087","2710","3179","30610","1182","11467","5969","","","7546","934","2488","1163","6678","2570","1870","7093"
"2020-11-07","10724","15890","","1536","1546","3683","6225","6144","15128","1519","2411","3157","1803","3357","2637","","4226","1937","35659","1267","4147","2717","3213","30831","1187","11536","6032","","","7589","935","2506","1171","6777","2583","1901","7125"
"2020-11-08","10839","16007","","1538","1553","3698","6290","6187","15332","1525","2443","3166","1817","3361","2655","","4317","1937","36010","1276","4203","2740","3247","31084","1192","11617","6089","","","7638","938","2524","1171","6864","2595","1918","7200"
"2020-11-09","10948","16114","","1542","1563","3725","6317","6208","15530","1540","2469","3205","1832","3366","2662","","4378","2002","36355","1291","4284","2744","3285","31332","1195","11687","6157","","","7707","941","2544","1174","6932","2613","1950","7238"
"2020-11-10","11158","16259","","1546","1564","3739","6361","6227","15640","1555","2470","3230","1845","3367","2673","","4454","2034","36734","1292","4371","2754","3304","31610","1198","11806","6235","","","7748","941","2552","1187","7015","2616","1954","7293"
"2020-11-11","11299","16374","","1546","1574","3774","6404","6261","15815","1565","2490","3257","1855","3372","2708","","4539","2051","37184","1315","4401","2761","3365","31920","1203","11919","6296","","","7794","944","2581","1196","7080","2651","1968","7350"
"2020-11-12","11430","16485","","1549","1579","3796","6445","6295","16073","1577","2509","3289","1868","3376","2717","","4577","2085","37659","1345","4439","2777","3400","32286","1208","12014","6357","","","7848","954","2594","1206","7151","2675","2004","7421"
"2020-11-13","11520","16599","","1559","1579","3832","6499","6342","16279","1587","2539","3326","1875","3380","2742","","4699","2106","38119","1361","4466","2794","3462","32614","1217","12102","6418","","","7926","954","2611","1218","7213","2685","2024","7485"
"2020-11-14","11650","16731","","1569","1592","3870","6550","6416","16494","1604","2568","3353","1891","3385","2769","","4783","2139","38525","1386","4486","2808","3512","32920","1220","12208","6462","","","8010","959","2639","1233","7285","2700","2036","7541"
"2020-11-15","11730","16888","","1579","1592","3915","6629","6461","16585","1619","2594","3404","1891","3387","2816","","4874","2159","39023","1406","4503","2813","3527","33363","1222","12354","6559","","","8058","960","2656","1233","7320","2705","2040","7613"
"2020-11-16","11780","17033","","1579","1613","3917","6708","6496","16767","1634","2601","3405","1907","3395","2833","","4894","2198","39561","1406","4537","2826","3547","33775","1223","12507","6648","","","8201","962","2659","1238","7340","2708","2075","7674"
"2020-11-17","11960","17280","","1586","1620","3924","6795","6563","16889","1650","2616","3416","1907","3401","2853","","4902","2202","40045","1431","4552","2843","3570","34092","1234","12654","6742","","","8256","970","2665","1277","7373","2708","2105","7760"
"2020-11-18","12110","17405","","1597","1626","3968","6851","6615","16966","1655","2626","3467","1921","3411","2886","","4974","2266","40513","1450","4558","2853","3622","34394","1236","12768","6810","","","8332","970","2683","1305","7444","2734","2168","7835"
"2020-11-19","12320","17610","","1598","1630","3987","6896","6691","17163","1677","2635","3510","1940","3418","2920","","5059","2295","41032","1462","4585","2865","3650","34740","1239","12971","6878","","","8397","978","2700","1308","7532","2790","2175","7917"
"2020-11-20","12531","17809","","1603","1673","4024","6941","6801","17272","1713","2660","3549","1981","3419","2962","","5096","2295","41546","1500","4613","2888","3699","35159","1272","13146","6926","","","8489","982","2724","1333","7617","2825","2220","8062"
"2020-11-21","12741","17948","","1607","1704","4077","6997","6929","17487","1742","2715","3577","2011","3431","3001","","5211","2321","42097","1524","4630","2903","3745","35603","1272","13349","7020","","","8573","986","2751","1376","7712","2848","2305","8144"
"2020-11-22","12951","18219","","1628","1734","4111","7084","7060","17580","1778","2722","3579","2036","3431","3063","","5257","2353","42700","1548","4669","2938","3802","36017","1274","13589","7118","","","8673","997","2792","1469","7787","2909","2401","8328"
"2020-11-23","13138","18495","","1637","1764","4170","7174","7220","17762","1816","2769","3626","2058","3433","3075","","5359","2441","43299","1568","4717","2954","3825","36452","1288","13864","7252","","","8758","1010","2805","1469","7814","2939","2450","8428"
"2020-11-24","13413","18727","","1647","1810","4182","7264","7279","17875","1854","2782","3649","2067","3438","3110","","5383","2499","43955","1579","4740","2966","3860","36923","1292","14184","7408","","","8923","1018","2821","1525","7901","2957","2550","8562"
"2020-11-25","13658","19023","","1653","1811","4212","7363","7464","17972","1890","2825","3708","2077","3438","3159","","5530","2532","44570","1602","4759","2980","3912","37293","1298","14454","7523","","","8999","1022","2838","1576","7994","3009","2582","8702"
"2020-11-26","13858","19175","","1663","1831","4246","7423","7572","18099","1928","2855","3776","2091","3457","3183","","5627","2574","45200","1631","4848","2993","3957","37810","1316","14714","7618","","","9073","1023","2868","1613","8072","3058","2622","8834"
"2020-11-27","14148","19322","","1679","1863","4295","7512","7673","18203","1967","2900","3809","2100","3461","3253","","5683","2587","45843","1670","4887","3002","3998","38341","1316","14955","7706","","","9147","1040","2886","1622","8121","3082","2669","8961"
"2020-11-28","14263","19501","","1693","1900","4308","7600","7781","18262","2009","2917","3873","2113","3467","3298","","5745","2611","46470","1695","4912","3022","4022","38790","1329","15174","7798","","","9218","1047","2914","1651","8196","3108","2708","9071"
"2020-11-29","14427","19627","","1705","1900","4346","7699","7858","18323","2049","2936","3922","2131","3483","3334","","5845","2635","47025","1719","4938","3035","4084","39185","1330","15385","7896","","","9247","1048","2947","1671","8249","3145","2751","9172"
"2020-11-30","14495","19717","","1720","1931","4358","7789","7942","18402","2092","2980","3943","2166","3487","3417","","5859","2658","47770","1736","4975","3042","4119","39660","1344","15579","7986","","","9303","1051","2968","1678","8289","3183","2848","9237"
"2020-12-01","14579","19834","","1735","1935","4387","7884","7985","18437","2128","2992","3969","2190","3494","3485","","5934","2668","48462","1759","5023","3052","4149","39974","1352","15748","8079","","","9351","1059","2985","1722","8309","3207","2857","9347"
"2020-12-26","14600","19857","","1748","1958","4392","7896","8042","18445","2139","3011","3976","2194","3494","3490","","5951","2669","48601","1771","5050","3071","4161","40059","1357","15826","8118","","","9365","1059","3027","1728","8326","3216","2863","9396"
"2020-12-27","14646","19940","","1771","1996","4401","7910","8073","18448","2159","3014","3986","2200","3498","3552","","5963","2669","48731","1776","5060","3081","4162","40125","1360","15902","8166","","","9382","1066","3038","1732","8332","3230","2867","9463"
"2020-12-28","14674","19992","","1785","2014","4406","7937","8134","18455","2172","3041","3992","2202","3498","3582","","5968","2671","48807","1785","5089","3097","4174","40225","1365","15959","8206","","","9423","1083","3072","1738","8343","3234","2872","9502"
"2020-12-29","14709","20007","","1794","2057","4415","7938","8172","18459","2197","3073","3999","2204","3507","3583","","5977","2671","48915","1797","5089","3101","4178","40277","1365","16018","8251","","","9437","1085","3096","1742","8348","3237","2877","9548"
"2020-12-30","14741","20019","","1799","2066","4419","7944","8216","18463","2217","3096","4021","2206","3509","3608","","6006","2677","49051","1804","5103","3104","4184","40378","1368","16071","8289","","","9470","1093","3122","1755","8364","3258","2885","9587"
"2020-12-31","14774","20049","","1817","2074","4422","7952","8255","18470","2227","3100","4023","2206","3513","3625","","6013","2677","49180","1807","5128","3112","4192","40487","1370","16135","8335","","","9482","1097","3140","1758","8373","3271","2894","9624"
"2021-01-01","14799","20053","","1832","2087","4429","7958","8299","18470","2242","3107","4032","2206","3516","3667","","6021","2677","49271","1811","5133","3124","4199","40572","1371","16213","8372","","","9497","1101","3151","1762","8385","3290","2897","9647"
"2021-01-02","14817","20061","","1837","2099","4432","7962","8331","18476","2260","3115","4053","2211","3519","3675","","6026","2677","49353","1817","5135","3135","4202","40616","1374","16262","8400","","","9514","1103","3174","1766","8390","3296","2904","9666"
"2021-01-03","14849","20071","","1846","2107","4436","7967","8364","18479","2276","3130","4059","2215","3519","3695","","6028","2682","49434","1822","5141","3162","4207","40652","1379","16308","8434","","","9526","1107","3188","1767","8406","3313","2908","9683"
"2021-01-04","14861","20088","","1850","2110","4443","7968","8394","18482","2294","3147","4060","2215","3519","3704","","6044","2685","49505","1829","5146","3173","4214","40721","1379","16329","8466","","","9562","1108","3202","1771","8412","3326","2914","9696"
"2021-01-05","14881","20100","","1856","2120","4447","7968","8425","18487","2296","3151","4061","2215","3522","3710","","6052","2686","49593","1831","5147","3179","","40753","1379","16367","8492","","","9576","1109","3225","1774","8416","3330","2917","9735"
"2021-01-06","14905","20119","","1862","2123","4449","7970","8452","18491","2300","3167","4064","2216","3527","3735","","6054","2689","49665","1833","5149","3196","","40806","1383","16400","8513","","","9586","1111","3244","1776","8421","3342","2920","9768"
"2021-01-07","14945","20140","","1871","2132","4456","7974","8486","18495","2308","3189","4064","2218","3531","3754","","6058","2693","49765","1833","5150","3214","4217","40849","1386","16431","8538","","","9598","1115","3275","1779","8425","3348","2923","9799"
"2021-01-08","14965","20157","","1877","2140","4461","7982","8518","18496","2320","3202","","2219","3531","3777","","6068","2700","49861","1838","5153","3228","4223","40890","1394","16470","8566","","","9606","1118","3283","1779","8434","3361","2927","9822"
"2021-01-09","14989","20178","","1884","2150","4462","7990","8542","18497","2334","3212","","2220","3533","3803","","6068","2702","49938","1841","","3236","4226","40932","1400","16511","8587","","","9611","1119","3297","1783","8444","3375","2933","9846"
"2021-01-10","15015","20199","","1885","2152","4465","7999","8568","18499","2339","3222","4065","2221","3535","3812","","6084","2703","50019","1845","5154","3252","4227","40969","1402","16600","8604","","","9628","1120","3318","1783","8452","3381","2936","9882"
"2021-01-11","15032","20215","","1891","2163","4466","8000","8586","18501","2343","3234","","2222","3535","3823","","6097","2705","50095","1845","5160","3267","4229","41029","1403","16676","8630","","","9648","1123","3318","1787","8458","3388","2937","9893"
"2021-01-12","15057","20219","","1897","2165","4468","8002","8609","18503","2350","3235","4065","","3538","3831","","6107","","50158","1848","5160","3285","4229","41047","1404","16717","8650","","","9650","1123","3323","1789","8462","3389","2938","9912"
"2021-01-13","15086","20236","","1901","2171","4468","8007","8638","18507","2354","3247","4066","2223","3538","3853","","6112","2708","50230","1848","5160","3286","4231","41073","1405","16753","8676","","","9667","1123","3336","1789","8467","3397","2941","9933"
"2021-01-14","15108","20242","","1909","2174","4469","8010","8662","18509","2367","3248","4067","2227","3538","3858","","6113","2708","50266","1853","5160","3294","4236","41109","1406","16779","8694","","","9677","1125","3343","1789","8472","3398","2943","9958"
"2021-01-15","15120","20252","","1911","2177","4472","8011","8689","18511","2381","3261","4067","","3538","3868","","6117","2709","50322","1855","5160","3304","4238","41151","","16820","8715","","","9688","1126","3348","1790","8477","3400","2943","9967"
"2021-01-16","15133","20257","","1924","2184","4475","8021","8699","18514","2381","3266","4067","2227","","3870","","6118","2710","50378","1857","5160","3310","4238","41169","1406","16859","8731","","","9695","1126","3357","1790","8477","3400","2948","9974"
"2021-01-17","15139","20268","","1926","2192","4476","8026","8716","18516","2385","3279","4067","2227","3539","3873","","6121","2710","50422","1860","5160","3315","4238","41204","1407","16896","8758","","","9704","1126","3362","1791","8479","3405","2953","9980"
"2021-01-18","15145","20277","","1931","2194","4479","8029","8732","18519","2390","3282","","2231","3539","3880","","6122","2713","50445","1861","5162","3319","4240","41226","1407","16937","8782","","","9712","1129","3364","","8480","3405","2956","9987"
"2021-01-19","15161","20282","","1941","2198","4481","8030","8742","18519","2390","3283","","2232","3540","3887","","6128","2713","50493","1866","5163","3321","4240","41249","1408","16970","8800","","","9713","1130","3370","","8480","3405","2956","9993"
"2021-01-20","15170","20300","","1943","2205","4482","8030","8756","18520","2396","3285","4067","2232","3540","3888","","6134","2714","50535","1869","5163","3329","","41264","1408","17004","8825","","","9714","1130","3378","1791","8481","3405","","10001"
"2021-01-21","15181","20311","","1947","2212","4483","8034","8767","18520","2403","3294","4067","2234","3540","3898","","6140","2714","50575","1869","5165","3333","","41279","1410","17073","8853","","","9717","1132","3381","1792","","3407","2958","10010"
"2021-01-22","15196","20324","","1953","2213","4487","8034","8777","","2404","3294","4067","2235","3541","3901","","6140","","50616","1869","5166","3334","4240","41300","1410","17114","8873","","","9719","1133","3390","1792","8482","3408","","10017"
"2021-01-23","15203","20332","","1953","2215","","8040","8788","18522","2404","3297","","2236","3542","3904","","6143","2715","50658","1869","5166","3335","4240","41318","1410","17161","8899","","","9726","1133","3394","1793","8482","3409","2960","10023"
"2021-01-24","15210","20334","","1958","2216","4488","8042","8800","18527","2407","3303","","2238","","3909","","6159","2716","50684","1869","","3343","","41321","1410","17187","8918","","","9728","1135","3400","1793","8482","3409","","10030"
"2021-01-25","15217","20355","","1962","","4492","8043","8810","18527","2411","3311","4068","","","3913","","6160","2717","50714","1870","","3349","4244","41332","1410","17211","8940","","","9735","1138","3408","1793","8483","3413","2961","10035"
"2021-01-26","15230","20357","","1967","","4495","8043","8811","18527","2412","3312","4068","","3542","3917","","6163","2717","50736","1871","5168","3349","4246","41337","","17245","8955","","","9735","1138","3412","","8483","3413","2961","10042"
"2021-01-27","15237","20359","","1968","2217","4497","8043","8817","18530","2413","3312","","","","3923","","6171","2717","50763","1871","","3351","4248","41349","1411","17262","8981","","","9739","1138","3413","","8483","3413","","10047"
"2021-01-28","15247","20362","","1969","","4501","8043","8820","18530","2413","3312","","","3542","3923","","6173","2717","50780","","","3355","4248","41355","1417","17264","8993","","","9740","1140","3414","","8485","","2961","10056"
"2021-01-29","15257","20362","","1971","2219","4505","8044","8829","18531","2413","3315","","","3542","3928","","6173","2718","50798","1872","","3358","4249","41367","1418","17273","9001","","","9742","1140","3418","","8486","3413","2961","10061"
"2021-01-30","15263","20368","","1973","2220","4505","8044","8833","","2415","3316","","","3543","3928","","6180","2718","50826","1872","5168","3359","4249","41378","1418","17283","9008","","","9742","","3425","","8489","3416","","10065"
"2021-01-31","15267","20378","","1974","","4507","8045","8836","18532","2415","3321","","","3544","3928","","6181","","50849","","","3362","4249","41383","1420","17299","9012","","","9743","1141","3427","1793","8491","3416","","10072"
"2021-02-01","15270","20381","","1974","","4509","8048","8841","18532","","3329","","2239","3544","3932","","6181","","50879","","5169","3367","4249","41390","1420","17308","9015","","","9746","1141","3431","","","","","10077"
