"date","Rajasthan/Ajmer","Rajasthan/Alwar","Rajasthan/BSF Camp","Rajasthan/Banswara","Rajasthan/Baran","Rajasthan/Barmer","Rajasthan/Bharatpur","Rajasthan/Bhilwara","Rajasthan/Bikaner","Rajasthan/Bundi","Rajasthan/Chittorgarh","Rajasthan/Churu","Rajasthan/Dausa","Rajasthan/Dholpur","Rajasthan/Dungarpur","Rajasthan/Evacuees","Rajasthan/Ganganagar","Rajasthan/Hanumangarh","Rajasthan/Jaipur","Rajasthan/Jaisalmer","Rajasthan/Jalore","Rajasthan/Jhalawar","Rajasthan/Jhunjhunu","Rajasthan/Jodhpur","Rajasthan/Karauli","Rajasthan/Kota","Rajasthan/Nagaur","Rajasthan/Other State","Rajasthan/Other state","Rajasthan/Pali","Rajasthan/Pratapgarh","Rajasthan/Rajsamand","Rajasthan/Sawai Madhopur","Rajasthan/Sikar","Rajasthan/Sirohi","Rajasthan/Tonk","Rajasthan/Udaipur"
"2020-06-16","   .23 %","  4.33 %","","","","   .70 %","  6.90 %","  2.09 %","  4.55 %","","   .00 %","   .00 %","  7.95 %","   .53 %","   .52 %","","","","  1.59 %","","   .99 %","   .88 %","  4.24 %","   .82 %","  2.27 %","","   .18 %","  3.23 %","","  1.24 %","","  1.20 %","","  2.78 %","  1.30 %","  3.31 %","  3.31 %"
"2020-06-17","  1.40 %","   .64 %","","","   .00 %","  8.33 %","  2.71 %","  2.56 %","  5.80 %","","   .50 %","  8.85 %","  2.11 %"," 29.26 %","   .26 %",""," 19.23 %","  4.65 %","  2.30 %","   .00 %","","   .29 %","  6.10 %","  1.58 %","  2.22 %","   .18 %","  2.88 %","  4.69 %","","  4.15 %","","   .00 %","  4.76 %","   .99 %","   .96 %","","   .80 %"
"2020-06-18","  1.15 %","  3.17 %","","  2.22 %","   .00 %","  4.49 %","  8.38 %","  1.50 %","  4.11 %","","   .00 %","  1.91 %","  7.22 %","   .41 %","  1.02 %","","  3.23 %","","  1.72 %","","  2.94 %","  1.45 %","  3.83 %","  1.29 %","","   .55 %","   .70 %","  2.99 %","","  3.87 %","","  1.19 %","  3.03 %","  3.41 %","  3.49 %","  1.07 %","   .64 %"
"2020-06-19","   .91 %","  4.31 %","","   .00 %","","  7.36 %","  4.62 %","  6.90 %"," 17.11 %","   .00 %","   .50 %","  6.10 %","   .00 %","  2.46 %","   .25 %",""," 25.00 %","  6.67 %","  1.21 %","  1.23 %","   .48 %","   .57 %","  5.17 %","  1.66 %","   .00 %","   .00 %","  2.78 %","  4.35 %","","  2.71 %","","  1.18 %","  1.47 %","   .00 %","","  3.17 %","   .16 %"
"2020-06-20","   .00 %","   .29 %","","","","  4.57 %","  5.70 %","  1.84 %","  6.18 %","","   .49 %","  7.96 %","   .00 %"," 16.00 %","  3.03 %","","","","  1.60 %"," 18.29 %","  5.69 %","  3.40 %","   .35 %","  2.41 %"," 30.43 %","   .54 %","   .51 %","  4.17 %","","   .55 %","","  6.40 %","  8.70 %","   .94 %","  5.52 %","   .51 %","  1.10 %"
"2020-06-21","   .90 %","  3.53 %","","","","  4.92 %","  1.22 %","  2.26 %","   .00 %","","   .00 %","  1.23 %","   .00 %"," 38.62 %","  1.47 %","","","","  2.15 %","  1.03 %","  3.14 %","   .55 %","  7.69 %","  1.56 %"," 16.67 %","","   .51 %","  4.00 %","","  3.28 %","","  8.74 %","","  3.50 %","  4.07 %","  1.02 %","   .62 %"
"2020-06-22","  1.34 %","  1.70 %","","","","   .00 %","  1.95 %","","  4.76 %","","  1.96 %"," 10.53 %","  5.77 %","  3.23 %","   .24 %",""," 20.00 %","   .00 %","  1.47 %","","  1.30 %","   .00 %","  1.95 %","  1.86 %","   .00 %","  1.26 %","   .17 %","  7.69 %","","  3.39 %","","  4.52 %","","  6.55 %","   .56 %","  1.01 %","  2.02 %"
"2020-06-23","  2.86 %","  2.79 %","","   .00 %",""," 10.94 %","  1.33 %","  5.31 %","  1.01 %","   .00 %","","  1.83 %","  2.73 %"," 12.77 %","","","   .00 %"," 12.50 %","  3.69 %","   .00 %","  8.15 %","   .82 %","  1.27 %","  1.63 %","  5.71 %","   .53 %","   .50 %","  2.38 %","","  1.54 %","","  3.37 %"," 14.67 %","  1.06 %","  6.67 %","","   .76 %"
"2020-06-24","   .21 %","  4.89 %","","","  3.23 %","  5.63 %","  4.07 %","  1.26 %","  3.00 %"," 20.00 %","","  1.08 %","  4.42 %"," 16.03 %","   .48 %","","   .00 %","   .00 %","  3.33 %","","  2.38 %","  1.08 %","   .94 %","  1.16 %","  2.70 %","  1.95 %","   .83 %","  1.16 %","","   .20 %","  7.14 %","  3.72 %","  3.49 %","  2.52 %","   .78 %","   .00 %","  1.06 %"
"2020-06-25","  2.13 %","  3.63 %","","  1.09 %","","  6.67 %","   .35 %","   .41 %"," 11.17 %","  8.33 %","","  2.85 %","  4.24 %","  2.21 %","  1.92 %","","  4.17 %","  7.41 %","  1.29 %","  4.08 %","  1.55 %","   .27 %","   .62 %","  2.06 %","   .00 %","  1.56 %","   .50 %","  9.20 %","","  3.02 %","","  1.79 %","  2.25 %","   .82 %","  2.07 %","","  1.04 %"
"2020-06-26","  1.04 %","  1.75 %","","  1.08 %","  1.56 %"," 11.25 %","  2.99 %","   .83 %","  5.68 %","  7.69 %","   .00 %","   .69 %","  4.07 %","   .00 %","   .71 %","","  6.00 %","  1.72 %","  1.91 %","  3.92 %","  4.20 %","   .00 %","  2.17 %","   .97 %"," 18.42 %","  4.96 %","  1.31 %","  3.16 %","","  4.00 %","","   .00 %","  2.20 %","   .81 %"," 10.63 %","",""
"2020-06-27","  1.03 %"," 13.76 %","","","","  3.75 %","  2.84 %","   .00 %","  1.24 %","","   .00 %","  3.44 %","  2.34 %","  5.77 %","   .23 %","","","  1.69 %","   .53 %","   .94 %","   .37 %","   .00 %","   .91 %","  1.54 %","  1.11 %","  2.61 %","   .16 %","  5.10 %","","   .85 %","","   .88 %","  1.08 %","  2.41 %","  1.83 %","","   .59 %"
"2020-06-28","  2.25 %","  8.64 %","","  5.32 %","","  3.97 %","  1.18 %","  2.05 %"," 17.96 %","","   .96 %","   .66 %","  2.29 %","  3.07 %","   .47 %","","   .00 %","  5.00 %","  1.18 %","   .93 %","  2.92 %","   .00 %","  6.91 %","  1.47 %","  5.49 %","  1.59 %","   .00 %","  2.91 %","","   .65 %","  6.67 %","  2.18 %","  1.06 %","   .59 %","  3.37 %","","   .59 %"
"2020-06-29","  2.80 %","","  2.00 %","",""," 18.75 %","  2.08 %","   .80 %"," 13.15 %","","   .48 %","  1.98 %","  2.24 %","  9.59 %","  1.16 %","","","   .00 %","   .92 %","   .93 %","  3.19 %","   .00 %","  1.40 %","  2.01 %","   .00 %","  2.50 %","  1.94 %","  4.72 %","","   .74 %","","  1.71 %","  2.11 %","   .00 %","  3.70 %","","  1.75 %"
"2020-06-30","   .39 %","  4.37 %","  1.96 %","","","  3.22 %","  3.69 %","  1.59 %","  2.14 %","","   .00 %","  3.56 %","  2.92 %","  2.71 %","  1.38 %","","  1.89 %","   .00 %","   .82 %","","  2.75 %","","   .28 %","  2.01 %","  1.04 %","  1.83 %","  1.43 %","  5.41 %","","   .37 %","","  2.94 %","  8.25 %","  8.59 %","  2.94 %","   .50 %","   .86 %"
"2020-07-01","  3.10 %","  8.95 %","","   .00 %","   .00 %","  1.42 %","   .18 %","","  3.89 %","   .00 %","","  2.19 %","  1.42 %","  1.47 %","   .23 %","","  9.26 %","   .00 %","  1.27 %","  2.75 %","   .33 %","","  2.21 %","   .93 %","  1.03 %","  1.20 %","   .31 %","  2.56 %","","  2.47 %"," ##.## %","  4.90 %","   .00 %","  1.80 %","  3.26 %","","  1.42 %"
"2020-07-02","  1.50 %","  4.55 %","","","  3.08 %","  8.94 %","  2.33 %","  2.75 %","  4.03 %","  7.14 %","","   .31 %","  2.10 %","  1.45 %","  1.13 %","","   .00 %"," 15.87 %","   .83 %","  2.68 %","  3.00 %","   .00 %","   .54 %","  1.53 %","  6.12 %","   .89 %","  2.50 %","  4.17 %","","  2.32 %","","  3.89 %","   .95 %","   .18 %","  2.96 %","","  3.09 %"
"2020-07-03","  3.89 %","   .67 %","","   .00 %","","   .51 %","  2.03 %","   .38 %","  7.76 %","","","   .91 %"," 13.70 %","   .00 %","   .00 %","","","  9.59 %","  1.51 %","   .00 %","   .00 %","   .00 %","   .81 %","  1.99 %","   .96 %","  4.69 %","  1.98 %","   .00 %","","   .00 %"," 76.19 %","  2.62 %","  1.89 %","  5.29 %","  4.60 %","   .50 %","  2.31 %"
"2020-07-04","  1.25 %","  8.97 %","  1.92 %","","   .00 %"," 10.97 %","  1.76 %","   .38 %"," 11.83 %","","","   .00 %","  2.41 %","  5.56 %","  2.90 %","","  1.69 %","  1.25 %","  1.16 %",""," 13.59 %","","  2.93 %","   .99 %","  2.86 %","  1.96 %","  3.88 %","  3.20 %","","  1.92 %","","   .73 %","   .93 %","  2.68 %","  1.47 %","   .99 %","  2.66 %"
"2020-07-05","  5.46 %","  7.16 %","","","  5.97 %","  1.61 %","  1.96 %","  1.14 %"," 13.10 %","","","  1.51 %","  4.12 %","  3.78 %","   .22 %","","   .00 %","  2.47 %","  1.35 %",""," 11.68 %","   .80 %","  3.89 %","  1.93 %","  1.85 %","  1.10 %","  4.31 %","  2.33 %","","  3.94 %"," 87.84 %"," 13.41 %","","  1.96 %","  4.87 %","  1.47 %","  1.30 %"
"2020-07-06","  4.67 %","  7.82 %","  9.43 %","   .00 %","","  5.66 %","  3.67 %","   .75 %","  5.28 %","","","   .00 %","  2.82 %","  1.43 %","  1.52 %","","   .00 %","  4.82 %","  1.33 %","   .00 %"," 14.80 %","","  2.24 %","   .83 %","  2.73 %","  1.22 %","  2.89 %","   .76 %","","  6.59 %","","  1.92 %","  3.67 %","  1.28 %","  1.55 %","   .48 %","  1.28 %"
"2020-07-07","  2.39 %","  5.15 %"," -6.90 %","  1.01 %",""," 10.06 %","   .98 %","   .74 %"," 21.62 %","  6.67 %","   .00 %","   .60 %","  1.10 %","  1.54 %","  1.92 %","","  6.67 %"," 26.44 %","  1.99 %","   .87 %","  8.22 %","   .00 %","  1.22 %","  6.04 %","   .00 %","  1.07 %","  6.02 %","  7.52 %","","   .70 %","","   .63 %","  2.65 %","  3.95 %","  5.08 %","   .48 %","   .38 %"
"2020-07-08","  1.25 %"," 15.81 %","","   .00 %","","  5.25 %","  1.30 %","  4.06 %","  7.78 %","","   .95 %","   .89 %","  6.52 %","  1.39 %","   .21 %","","  1.56 %","  1.82 %","  1.84 %","  1.72 %","  3.29 %","   .26 %","  3.86 %","  4.45 %","  1.77 %","  1.86 %","  3.03 %","  5.59 %","","  2.46 %","  1.44 %","  8.41 %","  1.72 %","   .46 %","   .65 %","   .96 %","  2.14 %"
"2020-07-09","  5.23 %","  2.28 %","","","  4.23 %","  9.80 %","  1.55 %","   .35 %","  6.33 %","","   .00 %","  3.81 %","  5.61 %","   .75 %","   .00 %","","  1.54 %","","  1.29 %","   .00 %","   .20 %","","  1.86 %","  3.34 %","  6.09 %","   .26 %","  6.74 %","  1.32 %","","   .52 %","   .71 %","   .86 %","","  2.42 %","  1.12 %","   .47 %","  1.85 %"
"2020-07-10","  5.26 %"," 13.35 %","","","","  8.25 %","  1.31 %","","  4.85 %"," 12.50 %","   .94 %","  4.24 %","   .00 %","  1.11 %","   .42 %","","  6.06 %"," 11.61 %","  1.22 %","   .00 %","   .99 %","   .26 %","  1.59 %","  3.29 %","  4.92 %","   .91 %","  1.38 %","","","  5.29 %","","  1.14 %","  2.54 %","  1.18 %","   .79 %","   .47 %","   .36 %"
"2020-07-11","   .97 %","  4.21 %","","  2.00 %","  2.70 %","  4.67 %","  1.24 %","  1.77 %"," 13.87 %","","","  2.17 %","  1.45 %","   .24 %","  1.46 %","","  1.43 %","  3.20 %","  1.39 %","","  8.84 %","","   .90 %","  2.26 %","  2.34 %","   .13 %","  3.17 %","  1.96 %","","  1.63 %","  2.11 %","  3.94 %","  6.61 %","  1.17 %","  2.83 %","   .47 %","  4.34 %"
"2020-07-12","  4.54 %","  8.34 %","","  1.96 %","   .00 %","  3.57 %","   .87 %","   .35 %","  3.60 %"," 22.22 %","","  2.12 %","   .95 %","  2.20 %","   .20 %","","  1.41 %","","  1.37 %","","  5.42 %","","   .89 %","  4.26 %","  6.87 %","  3.60 %","  1.76 %","  3.85 %","","  4.87 %","  1.38 %","   .27 %","  1.55 %","  1.59 %","  2.60 %","   .00 %","   .46 %"
"2020-07-13","  2.63 %","  3.48 %","   .00 %","   .00 %","","  2.30 %","   .66 %","   .35 %","  6.94 %","","","  1.56 %","  3.77 %","  1.08 %","  1.02 %",""," 11.11 %","  6.20 %","  1.33 %",""," 16.27 %","   .53 %","   .22 %","  2.75 %","  6.43 %","   .99 %","  1.62 %","   .00 %","","   .00 %","  1.36 %","  4.59 %","   .76 %","   .28 %","   .89 %","","  3.56 %"
"2020-07-14","  1.28 %","  3.04 %","","   .96 %","   .00 %","  4.07 %","   .55 %","  3.10 %"," 11.10 %"," 36.36 %",""," 13.04 %","  1.82 %","  3.07 %","   .00 %","","  7.50 %","  1.46 %","   .98 %","   .00 %","  4.57 %","   .52 %","   .88 %","  3.26 %","  5.37 %","  5.41 %","   .64 %","  1.85 %","","  3.19 %","  1.34 %","  1.29 %","   .00 %","   .42 %","   .15 %","","  1.11 %"
"2020-07-15","  5.19 %"," 12.73 %","","   .95 %","  1.32 %","  3.23 %","   .45 %","  3.01 %","   .47 %","   .00 %","   .47 %","  2.49 %","  1.34 %","   .57 %","   .40 %","","  6.98 %","  2.16 %","  2.37 %","  1.69 %","  1.55 %","   .26 %","  2.61 %","  4.22 %","  1.91 %","  3.85 %","  5.59 %","","","  8.88 %","","  4.85 %","  3.79 %","   .99 %","  3.24 %","  1.87 %","   .55 %"
"2020-07-16","  5.78 %","  3.99 %","","  2.83 %","   .00 %","  4.44 %","   .80 %","  2.92 %","  8.82 %"," 16.67 %","","  3.09 %","   .88 %","  2.39 %","  1.21 %","","","   .70 %","  1.73 %","","  5.55 %","   .00 %","  2.55 %","  3.34 %","  2.50 %","  1.69 %","  2.50 %","   .61 %","","  3.01 %","  1.99 %","","  1.46 %","   .70 %","  5.43 %","   .00 %","  1.97 %"
"2020-07-17"," 11.26 %","  1.59 %","","","  1.30 %","  3.12 %","  1.98 %","  7.89 %","  9.31 %","","","  4.07 %","   .87 %","  1.00 %","  1.99 %",""," 11.96 %","   .00 %","  1.30 %","","   .00 %","  1.30 %","  2.28 %","  1.60 %","   .61 %","  2.98 %","  3.02 %","  1.20 %","","   .23 %","   .65 %","  3.16 %","  1.44 %","   .55 %","   .27 %","  1.38 %","  1.28 %"
"2020-07-18","  3.99 %","  7.56 %","","  1.83 %","   .00 %","  3.76 %","  2.72 %","  2.05 %","  5.28 %","  2.86 %","","  2.67 %","  1.73 %","   .00 %","   .39 %","","  1.94 %","  2.10 %","  1.45 %","  5.00 %","   .00 %","   .77 %","   .00 %","  2.12 %","   .61 %","  5.79 %","   .85 %","   .60 %","","  5.50 %","  1.29 %","  4.72 %","   .71 %","   .69 %","   .00 %","  1.36 %","  1.27 %"
"2020-07-19","  8.26 %","  3.15 %","","  2.70 %","  1.28 %","  8.29 %","  1.89 %","   .57 %","  5.39 %","","  1.39 %","  4.21 %","   .85 %"," 11.47 %","   .97 %","","   .00 %","  7.53 %","   .89 %","   .00 %","  9.20 %","  2.80 %","   .61 %","  2.78 %"," 14.46 %","  4.26 %","  1.13 %","  4.73 %","","  3.85 %","  1.27 %","  4.28 %","  7.75 %","   .82 %","","   .45 %","  1.98 %"
"2020-07-20","  8.36 %","  6.23 %","  9.26 %","","   .00 %","  7.34 %","  1.16 %","  1.42 %","  1.85 %","  2.78 %","","   .38 %","  1.69 %","  1.09 %","   .00 %","","","   .00 %","  1.94 %"," 14.29 %","  6.38 %","  1.73 %","   .60 %","  3.82 %"," 20.00 %","  1.75 %","  2.50 %","   .56 %","","  7.47 %","   .00 %","  1.73 %","  3.27 %","   .00 %","","   .44 %","  2.76 %"
"2020-07-21","  5.62 %","  5.86 %","","   .88 %","  1.27 %","  4.62 %","  1.19 %"," 14.33 %","  5.16 %","  2.70 %","  1.83 %","   .96 %","  9.13 %","  2.25 %","  1.93 %","","  6.67 %","  6.37 %","   .93 %","","  7.81 %","  1.46 %","   .60 %","  2.30 %","  4.82 %","  5.07 %","  5.07 %","  1.12 %","","  2.63 %","  1.89 %","  2.97 %","  2.53 %","  5.98 %","  4.32 %","  8.41 %","   .70 %"
"2020-07-22","  3.81 %","  9.40 %","","  1.74 %","  1.25 %","  3.46 %","  1.72 %","  1.97 %","  3.92 %","  5.26 %","   .45 %","  1.52 %","  2.66 %","  3.06 %","   .38 %","","  2.68 %","  5.99 %","  1.91 %","  9.03 %","  3.88 %","  3.36 %","  1.59 %","  4.29 %","  2.51 %","  1.91 %","  1.98 %","","","  1.85 %","   .00 %","  1.44 %","   .00 %","  1.41 %","  1.81 %","   .00 %","  3.36 %"
"2020-07-23","  3.29 %","  6.35 %","","  4.27 %"," 12.35 %","  1.11 %","  1.60 %","  3.61 %","  2.62 %"," 22.50 %","   .45 %","  1.12 %","  1.11 %","   .00 %","  3.20 %",""," 13.04 %","  3.39 %","  2.10 %","  1.27 %","   .00 %","   .46 %","   .20 %","  4.71 %","  2.04 %","  3.66 %","  2.36 %","","","  2.51 %","   .00 %","   .00 %","  1.85 %","  5.31 %","   .64 %","   .82 %","  1.05 %"
"2020-07-24","  4.66 %"," 10.06 %","",""," 12.09 %","  2.02 %","   .92 %","  1.86 %","  3.86 %","  2.04 %","   .44 %","  4.07 %","  1.47 %","  1.49 %","  1.46 %","","  5.38 %","","  1.82 %","","  3.94 %","   .69 %","  2.15 %","  2.93 %","  5.20 %","  1.89 %","  1.49 %","","","  4.13 %","  2.47 %","  1.02 %","  1.21 %","  1.44 %","   .00 %","  2.02 %","  1.99 %"
"2020-07-25","  4.74 %"," 12.77 %",""," 13.11 %","","  5.04 %","  1.26 %"," 10.50 %","  1.62 %"," 24.00 %","   .88 %","   .00 %","   .72 %","   .46 %","   .54 %","","  1.46 %","  2.19 %","  1.97 %","   .00 %","   .39 %","  1.15 %","   .96 %","  4.88 %","  5.70 %","  6.76 %","   .00 %","","","  1.26 %","","  3.62 %","  3.59 %","","","   .00 %","   .93 %"
"2020-07-26","  2.43 %","  5.43 %","","   .00 %"," 10.78 %","  2.40 %","  2.10 %","   .00 %","  4.83 %"," 46.77 %","  2.19 %","  6.39 %","  2.15 %","  3.37 %","  1.07 %","","  3.60 %","  1.60 %","  1.48 %","  3.14 %","  1.06 %"," 11.34 %","  2.65 %","  4.10 %","  8.27 %","  5.38 %","  3.98 %","   .56 %","","  1.94 %","  1.20 %","  1.36 %","  5.20 %","  2.37 %","   .00 %","   .79 %","  3.04 %"
"2020-07-27","  5.21 %","  8.48 %","","  7.25 %","  5.31 %","  3.26 %","   .50 %","  5.37 %","   .62 %"," 20.88 %","  3.00 %","  1.50 %","  2.11 %","  1.23 %","",""," 11.11 %","  4.74 %","  1.64 %","","  2.20 %","","  6.64 %","  3.03 %","  1.33 %","  4.88 %","  2.97 %","","","  1.82 %","","  8.43 %","  1.10 %","  3.82 %","  5.31 %","  3.15 %","  1.96 %"
"2020-07-28","  6.14 %","  6.33 %","","  7.43 %","  4.20 %","  4.54 %","  1.38 %"," 10.59 %","  4.47 %","  8.18 %","   .83 %","  5.92 %","  1.03 %","  1.91 %","  1.42 %",""," 17.50 %","","  1.68 %","  4.27 %","  2.25 %","   .81 %","  2.25 %","  2.14 %","  6.23 %","  1.07 %","  3.57 %","  1.10 %","","   .62 %","  4.17 %","   .71 %","   .54 %","  2.23 %","","  1.15 %","  2.54 %"
"2020-07-29","  2.77 %","  7.53 %",""," 10.69 %","  3.23 %","  4.11 %","  2.10 %","  5.14 %","   .00 %","  2.52 %","   .83 %","  2.48 %","  3.40 %","   .00 %","  1.92 %",""," 10.11 %","  3.02 %","  2.03 %","   .00 %","  2.20 %","  1.01 %","  1.18 %","  2.41 %","   .62 %","  3.19 %","  1.25 %","   .00 %","","  3.13 %","   .57 %","  4.21 %","  1.62 %","  6.21 %","  3.24 %","","  6.75 %"
"2020-07-30","  6.15 %","  5.34 %","","  2.84 %","  5.47 %","  2.16 %","  2.83 %","  5.23 %","  3.85 %","  5.74 %","  7.79 %","   .76 %","  1.32 %","   .34 %","   .86 %",""," 10.63 %","   .98 %","  2.26 %","  9.94 %","   .00 %","  3.60 %","  1.00 %","  2.34 %","  2.76 %","  7.42 %","  3.69 %","   .00 %","","  1.92 %","","  3.87 %","  2.66 %","   .00 %","  1.05 %","  2.64 %","   .32 %"
"2020-07-31","  4.87 %","  2.36 %",""," 14.36 %","  2.22 %","   .00 %","   .98 %","  2.08 %","  2.16 %","  5.43 %","  3.80 %","   .75 %","","  4.43 %","  1.53 %","","","","  3.10 %","","   .09 %","  6.76 %","  1.49 %","  2.39 %","  4.78 %","  7.80 %","   .00 %","  1.64 %","","  3.76 %","","  2.59 %","  2.07 %","  9.03 %","  1.15 %","   .74 %","  3.99 %"
"2020-08-01","  1.65 %","  5.31 %","","  5.31 %","   .72 %","  4.30 %","  2.49 %","  7.38 %","  2.42 %"," 11.03 %","  5.13 %","   .30 %","  4.87 %","  4.89 %","",""," 11.79 %","  7.25 %","  2.38 %","  4.26 %","  4.21 %","  3.25 %","  1.31 %","  2.38 %","   .00 %","  7.53 %","  1.12 %","","","   .00 %","","  1.74 %","  5.58 %","   .00 %","   .00 %","  1.82 %",""
"2020-08-02","  4.82 %","  3.12 %","","   .92 %"," 30.22 %","  3.42 %","   .83 %","   .29 %","  3.79 %","","  2.09 %","  1.64 %","   .62 %","   .00 %","  3.34 %","","  8.20 %","  1.35 %","  2.29 %","   .00 %","  1.29 %","  7.18 %","   .48 %","  1.20 %","  2.28 %","  7.83 %","  2.28 %","","","  3.97 %","  5.11 %","   .78 %","  7.69 %","  4.05 %","  2.28 %","  2.15 %","  2.30 %"
"2020-08-03","  2.52 %","  3.33 %"," 33.90 %","   .00 %","","  4.39 %","  1.32 %","  2.19 %","  1.80 %"," 46.36 %","  8.53 %","","  1.54 %","   .08 %","","","   .00 %","   .89 %","  2.19 %","  3.06 %","","  1.14 %","  1.28 %","  1.99 %","   .84 %","  6.65 %","  5.27 %","","","   .00 %","  4.86 %","   .15 %"," 13.39 %","  7.59 %","   .56 %","  6.67 %","  2.32 %"
"2020-08-04","  2.69 %","  3.52 %","","  1.36 %"," 22.10 %","  2.39 %","  1.86 %"," 14.12 %","  3.73 %","  3.62 %","  4.09 %","  1.76 %","  2.42 %","  4.89 %","  3.88 %","","   .36 %","  3.08 %","  1.69 %","  1.49 %","   .00 %","  3.23 %","   .00 %","   .72 %","  3.59 %","  7.00 %","   .00 %","   .54 %","","  2.62 %","   .00 %","   .00 %","   .00 %","  1.01 %","   .11 %","  5.92 %","  2.34 %"
"2020-08-05","  2.94 %","  2.47 %","","   .00 %","  2.26 %","  2.28 %","   .58 %","   .00 %","  2.43 %","  3.49 %","   .30 %","","   .30 %","  4.00 %","  2.96 %","","   .00 %","","  2.39 %","  5.85 %","  4.16 %"," 10.17 %","  1.90 %","  2.63 %","   .00 %","  4.71 %","  2.37 %","","","  1.95 %","","  4.92 %"," 10.24 %","  1.75 %","   .77 %","   .93 %","  2.79 %"
"2020-08-06","  2.99 %","  4.40 %","","  7.62 %","   .44 %","   .00 %","  1.45 %"," 11.50 %","  3.11 %","  5.49 %","  6.63 %","  3.02 %","   .59 %","   .28 %","  2.87 %",""," 12.95 %","  1.28 %","  1.81 %","","   .08 %","  2.13 %","  1.86 %","  1.87 %","   .27 %","  5.57 %","   .00 %","","","   .42 %","","  2.35 %","   .00 %","   .00 %","   .00 %","  6.46 %","  5.71 %"
"2020-08-07","  4.25 %","  4.19 %","  7.59 %","  2.92 %","","  2.47 %","  1.64 %","  5.49 %","  3.66 %","   .80 %","  4.52 %","   .14 %","  2.05 %","  3.62 %","  1.32 %","","  1.59 %","  1.27 %","  1.69 %","  9.68 %","   .90 %","  3.20 %","  2.59 %","  1.93 %","  1.86 %","   .36 %","  1.32 %","","","  2.35 %","  2.06 %","   .00 %","","  3.60 %","  3.51 %","  6.94 %",""
"2020-08-08","  3.87 %","  1.80 %",""," 13.77 %","   .00 %","  1.63 %","   .56 %","  6.70 %","  3.73 %","  1.19 %","   .27 %","","  1.15 %","  1.03 %","  3.19 %","","","   .42 %","  1.65 %","  1.26 %","","  3.10 %","  2.82 %","  2.11 %","   .00 %","  3.43 %","  3.22 %","","","  6.08 %","   .00 %","   .00 %","   .00 %","  2.05 %","","  2.16 %","  3.10 %"
"2020-08-09","  3.93 %","   .51 %","","   .00 %"," 14.98 %","  2.49 %","  1.61 %","  2.29 %","  1.15 %","  5.88 %"," 15.63 %","","  1.42 %","  2.64 %","   .70 %","","  8.15 %","  3.32 %","  2.00 %","  1.66 %","   .89 %","  2.35 %","   .29 %","  1.00 %","  4.96 %","  4.49 %","  2.04 %","","","  1.75 %","  4.04 %","  7.45 %","  8.93 %","  4.41 %","  3.28 %","   .00 %","  4.98 %"
"2020-08-10","  1.31 %","  3.20 %",""," 14.95 %","  1.15 %","  2.32 %","  2.44 %","  2.73 %","  4.50 %","   .00 %","  2.10 %","  2.23 %","  1.12 %","   .13 %","  2.23 %","","  3.19 %","  2.01 %","  1.76 %","  4.49 %","   .80 %","","  2.74 %","  1.00 %","","  6.36 %","  1.06 %","","","   .00 %","  8.74 %","  1.73 %","   .66 %","  8.22 %","   .21 %","  1.59 %","  2.31 %"
"2020-08-11","  2.28 %","   .96 %","","  2.48 %"," 14.02 %","  2.66 %","  1.31 %","","   .00 %","","   .91 %","","  1.11 %","","  2.19 %","","  9.83 %","   .39 %","  1.61 %","  2.73 %","   .00 %","  6.13 %","   .00 %","  1.58 %","  4.48 %","  7.98 %","  3.02 %","","","  2.00 %","   .89 %","  4.06 %","  7.82 %"," 12.11 %","  1.33 %","  4.69 %","   .00 %"
"2020-08-12","  2.23 %","  1.47 %","","  1.21 %","  2.33 %","   .44 %","  1.26 %","  3.13 %","  4.30 %"," 28.89 %","  3.85 %","   .00 %","   .27 %"," 11.68 %","  1.74 %","","  1.28 %","   .00 %","  1.81 %","   .00 %","   .00 %","  4.09 %","  3.65 %","  2.35 %","  2.38 %","  2.57 %","  1.58 %","","","   .00 %","  2.65 %","  1.64 %","  3.02 %","   .31 %","   .91 %","  1.49 %","  2.26 %"
"2020-08-13","  2.91 %","  1.34 %","","   .00 %","  2.92 %","  1.76 %","  1.64 %"," 10.02 %","  2.80 %","","  8.71 %","  1.64 %","  1.91 %","  1.12 %","","","  6.31 %","  8.24 %","  2.30 %","","  1.11 %","  2.66 %","","  1.58 %","  4.88 %","  6.35 %","   .44 %","","","  1.04 %","  1.72 %","  2.48 %","   .29 %","  5.54 %","","","  3.08 %"
"2020-08-14","  4.21 %","  2.71 %","","  8.66 %","  1.89 %","   .81 %","   .71 %","   .00 %","  4.40 %","  6.32 %","  5.61 %","   .00 %","  7.24 %","   .00 %","  3.81 %","","  3.09 %","   .00 %","  2.38 %","   .00 %","   .00 %","   .00 %","  1.89 %","  2.36 %","  1.55 %","  1.82 %","  3.54 %","","","   .39 %","  4.24 %","   .00 %","  1.17 %","  5.13 %","   .00 %","  4.66 %","  2.43 %"
