"date","Andaman and Nicobar Islands","Andhra Pradesh","Arunachal Pradesh","Assam","Bihar","Chandigarh","Chhattisgarh","Delhi","Goa","Gujarat","Haryana","Himachal Pradesh","Jammu and Kashmir","Jharkhand","Karnataka","Kerala","Lakshadweep","Madhya Pradesh","Maharashtra","Manipur","Meghalaya","Mizoram","Nagaland","Odisha","Puducherry","Punjab","Rajasthan","Sikkim","Tamil Nadu","Telangana","Tripura","Uttar Pradesh","Uttarakhand","West Bengal"
"2020-05-30","","-97.52 %","-99.86 %","-96.39 %","-94.20 %","   .00 %","-97.95 %","  6.71 %"," ##.## %","-73.20 %","-94.99 %","-87.71 %","-88.14 %","-94.99 %","-97.88 %","-95.13 %","","-75.67 %","-84.17 %","-99.11 %","","","-96.83 %","-94.15 %","","-87.95 %","-80.36 %","","-91.65 %","-96.15 %","-94.43 %","-90.94 %","-91.80 %","-92.93 %"
"2020-05-31","","-99.33 %","","-98.88 %","-97.81 %","  1.38 %","-99.40 %","  7.00 %","  1.52 %","-84.68 %","-97.89 %","-96.59 %","-95.34 %","-99.29 %","-99.31 %","-98.77 %","","-90.15 %","-92.84 %","-98.89 %","","","-98.86 %","-98.66 %"," 16.36 %","-97.55 %","-90.86 %","","-95.49 %","-98.34 %","-98.13 %"," ##.## %","-96.68 %","-97.30 %"
"2020-06-01","","-99.58 %","-98.25 %","-98.91 %","-98.53 %","  1.37 %","-99.84 %","  5.00 %","  2.99 %"," ##.## %"," ##.## %"," ##.## %","-97.63 %","-99.39 %","-99.64 %"," ##.## %",""," ##.## %"," ##.## %","-99.74 %","-99.95 %","","","-99.36 %"," 14.06 %"," ##.## %"," ##.## %","","-97.14 %"," ##.## %","-98.36 %"," ##.## %","-99.01 %"," ##.## %"
"2020-06-02",""," ##.## %","-99.82 %"," ##.## %"," ##.## %","  1.35 %"," ##.## %","  6.24 %","  8.70 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","-98.88 %","-99.76 %"," ##.## %","-99.03 %"," ##.## %",""," 58.97 %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-06-03","","-90.25 %","-91.86 %","-89.07 %","-80.40 %","","-89.57 %","  6.85 %"," 54.67 %","-60.77 %","-88.55 %","-73.69 %","-77.08 %","-85.00 %","-92.83 %","-86.32 %","","-58.75 %","-73.72 %","-93.22 %","-94.09 %","  7.69 %","-98.64 %","-85.61 %"," 15.07 %","-82.42 %","-63.85 %","   .00 %","-84.07 %","-93.64 %","-82.01 %","-84.98 %","-74.31 %","-82.79 %"
"2020-06-04","","-99.50 %","-99.78 %","-98.15 %","-98.29 %","   .33 %","-99.64 %","  5.76 %"," 39.66 %","-89.25 %","-98.27 %","-98.30 %","-96.85 %","-99.34 %","-99.64 %","-99.66 %","","-95.18 %","-95.51 %","-94.53 %","","-78.57 %","-99.03 %","-99.25 %","-89.29 %","-98.62 %","-95.45 %","","-96.27 %","-99.06 %","-98.26 %","-98.16 %","-98.32 %","-98.27 %"
"2020-06-05","","-99.39 %","-99.65 %","-98.53 %","-97.73 %","  2.32 %","-99.43 %","  5.33 %"," 18.52 %","-86.18 %","-97.44 %","-97.71 %","-95.57 %","-98.94 %","-99.30 %","-99.28 %","","-93.32 %","-94.21 %","-99.43 %",""," ##.## %","-99.51 %","-98.86 %"," ##.## %","-98.25 %","-93.06 %"," ##.## %","-95.28 %","-98.69 %","-97.58 %","-97.62 %","-97.63 %","-97.31 %"
"2020-06-06","","-98.48 %","-98.57 %","-94.72 %","-95.78 %","   .97 %","-94.51 %","  5.02 %"," 36.98 %","-75.51 %","-92.35 %","-92.83 %","-88.38 %","-95.52 %","-97.82 %","-96.16 %","","-80.31 %","-86.13 %","-96.08 %","","","-96.29 %","-95.78 %"," 13.48 %","-95.21 %","-84.85 %"," ##.## %","-91.19 %","-96.80 %","-91.08 %","-93.74 %","-89.20 %","-93.67 %"
"2020-06-07","","-98.44 %","-98.67 %","-96.27 %","-95.59 %","   .64 %","-94.78 %","  4.64 %"," 12.55 %","-77.19 %","-90.89 %","-89.96 %","-86.27 %","-95.71 %","-97.76 %","-96.21 %","","-80.30 %","-85.78 %","-97.82 %","-98.00 %"," 40.91 %","-99.23 %","-95.73 %"," 11.88 %","-94.04 %","-84.21 %","","-90.95 %","-96.79 %","-89.78 %","-93.68 %","-89.67 %","-93.44 %"
"2020-06-08","","-99.45 %","-99.60 %","-98.74 %","-97.98 %","  1.91 %","-99.54 %","  3.49 %"," 10.14 %","-91.03 %","-97.96 %","-99.51 %","-96.32 %","-98.89 %","-99.46 %","-99.73 %","","-95.75 %","-95.32 %","-89.97 %","-99.96 %","-74.19 %","-99.09 %","-99.11 %"," 11.50 %","-98.70 %","-96.25 %","","-95.89 %","-99.84 %","-98.63 %","-98.26 %","-98.24 %","-98.44 %"
"2020-06-09","  4.55 %","-99.72 %","-##.## %","-97.87 %","-97.12 %","  1.88 %","-99.29 %","  4.57 %","  7.98 %","-84.52 %","-95.91 %","-98.05 %","-94.21 %","-98.45 %","-99.31 %","-98.84 %","","-93.32 %","-93.23 %","-98.99 %","-99.77 %"," ##.## %","-99.57 %","-98.58 %","  3.17 %","-97.94 %","-91.96 %"," ##.## %","-94.07 %","-98.36 %","-98.07 %","-97.15 %","-97.04 %","-96.75 %"
"2020-06-10","  4.35 %","-98.89 %","-98.90 %","-99.31 %","-96.19 %","   .61 %","-98.07 %","  4.80 %","  7.95 %","-79.08 %","-92.54 %","-95.22 %","-89.34 %","-97.60 %","-98.65 %","-97.44 %","","-86.23 %","-89.12 %","-99.58 %","-99.05 %","-70.42 %","-99.27 %","-97.52 %","  4.62 %","-95.80 %","-87.24 %","","-92.05 %","-97.40 %","-93.52 %","-95.72 %","-93.63 %","-94.91 %"
"2020-06-11","-87.50 %","-72.89 %","-77.83 %","-88.01 %","-50.58 %","  1.22 %","-56.28 %","  5.73 %","  8.68 %","-40.61 %","-65.02 %","-51.28 %","-55.36 %","-44.30 %","-77.13 %","-62.62 %","","-35.87 %","-59.04 %"," 11.01 %","-98.59 %"," 42.86 %","-87.06 %","-71.42 %"," 13.97 %","-61.32 %","-42.67 %","","-66.66 %","-85.53 %","-46.34 %","-59.61 %","-62.34 %","-58.23 %"
"2020-06-12","","-15.95 %"," -5.63 %","-69.40 %","-17.93 %","  3.92 %","-22.48 %","  6.17 %"," 11.14 %"," -8.69 %","-30.09 %"," 38.67 %","-10.72 %","-28.79 %","-13.77 %","-11.68 %",""," -6.89 %","-11.04 %"," 80.38 %"," ##.## %","-20.00 %"," ##.## %","-19.02 %","   .00 %","-18.27 %"," -5.94 %"," ##.## %","-15.08 %","-18.27 %","-41.83 %","-12.11 %","-27.66 %","-14.46 %"
"2020-06-13",""," ##.## %","-98.18 %"," ##.## %"," ##.## %","  1.45 %"," ##.## %","  5.80 %"," 13.07 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %","-99.74 %"," 16.67 %","-98.38 %"," ##.## %"," 11.61 %"," ##.## %"," ##.## %"," 12.50 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-06-14"," 66.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .57 %","   .00 %","  5.72 %","  8.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","-85.71 %","   .00 %","   .00 %"," 12.14 %","   .00 %","   .00 %","  7.94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-15"," 20.00 %","-99.27 %","-98.80 %","-98.62 %","-97.31 %","  1.42 %","-99.38 %","  4.00 %","  4.26 %","-89.50 %","-96.88 %","-98.77 %","-95.00 %","-98.22 %","-99.29 %","-99.68 %","","-95.34 %","-94.26 %","-99.55 %",""," ##.## %","-98.80 %","-98.77 %"," -2.58 %","-98.00 %","-95.52 %","","-94.24 %","-98.52 %","-95.82 %","-97.59 %","-97.36 %","-97.84 %"
"2020-06-16"," ##.## %"," ##.## %","-85.69 %"," ##.## %"," ##.## %","  2.24 %"," ##.## %","  4.35 %","  6.97 %"," 67.12 %"," ##.## %"," 69.74 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," 56.38 %"," ##.## %"," ##.## %","-72.22 %"," ##.## %"," ##.## %"," ##.## %","  9.52 %"," ##.## %"," 69.62 %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-06-17","","-11.25 %","-25.45 %"," ##.## %","   .79 %","  1.37 %"," -2.24 %","  5.41 %"," -7.79 %"," -3.16 %","-12.87 %"," -7.79 %","  -.61 %","-21.33 %","-12.24 %"," -9.65 %",""," -1.66 %"," -5.98 %","-32.94 %","-99.73 %",""," -4.49 %"," -4.88 %"," 14.01 %","-13.19 %"," -5.26 %","-38.24 %"," -7.82 %","-16.18 %","-26.57 %","-10.09 %"," -2.30 %"," -6.72 %"
"2020-06-18","-78.79 %"," ##.## %","-99.97 %","-97.37 %"," ##.## %","  1.08 %","-99.25 %","  6.11 %"," 21.55 %"," ##.## %"," ##.## %","-99.10 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","-98.83 %","-99.95 %"," 93.75 %","-98.90 %"," ##.## %"," 11.44 %"," ##.## %"," ##.## %","-47.62 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","-97.62 %"," ##.## %"
"2020-06-19"," 28.57 %","-99.08 %","-99.22 %","-99.25 %","-97.24 %","  1.87 %","-99.17 %","  6.28 %","  2.84 %","-86.77 %","-95.52 %","-98.32 %","-94.89 %","-98.19 %","-99.07 %","-99.49 %","","-94.31 %","-93.00 %","-63.98 %","","-30.65 %","-99.08 %","-98.70 %","  5.70 %","-97.48 %","-94.33 %"," ##.## %","-92.92 %","-97.90 %","-96.86 %","-96.93 %","-97.17 %","-97.23 %"
"2020-06-20",""," ##.## %","-99.98 %"," 28.99 %"," 70.77 %","  6.04 %"," ##.## %","  6.84 %","  1.93 %"," 63.13 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," 48.15 %"," 89.63 %"," ##.## %","","-25.58 %"," 43.90 %"," ##.## %"," 21.58 %"," ##.## %"," 65.04 %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-06-21"," 11.11 %","-98.98 %","-99.73 %","-97.72 %","-97.12 %","   .50 %","-99.20 %","  5.29 %"," 10.69 %","-87.08 %","-95.63 %","-98.58 %","-95.42 %","-98.54 %","-98.98 %","-99.50 %","","-94.49 %","-92.77 %","-96.71 %","-99.99 %","  3.12 %","-99.62 %","-98.48 %","  2.66 %","-97.47 %","-94.80 %","-18.57 %","-92.42 %","-97.61 %","-96.64 %","-96.88 %","-97.64 %","-97.22 %"
"2020-06-22",""," ##.## %","-96.96 %","-96.78 %"," ##.## %","  1.23 %"," ##.## %","  4.87 %","  5.62 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","-82.29 %","-99.58 %"," 81.82 %","-94.14 %"," ##.## %","  7.49 %"," ##.## %"," ##.## %","-43.86 %"," ##.## %"," ##.## %","-86.20 %"," ##.## %","-84.17 %"," ##.## %"
"2020-06-23"," 20.00 %","-98.88 %","-99.10 %","-98.61 %","-96.38 %","  1.70 %","-99.30 %","  6.30 %"," -5.09 %","-87.57 %","-95.33 %","-98.52 %","-94.59 %","-98.08 %","-98.98 %","-99.66 %","","-94.51 %","-92.96 %","-97.56 %","-99.91 %","-21.67 %","-97.53 %","-98.24 %","  5.09 %","-97.42 %","-94.45 %","-93.75 %","-92.08 %","-97.15 %","-91.82 %","-96.32 %","-96.80 %","-97.28 %"
"2020-06-24"," 50.00 %","-95.73 %","-97.53 %","-94.42 %","-92.34 %","   .48 %","-84.65 %","  5.69 %"," 15.98 %","-60.48 %","-72.12 %","-78.23 %","-76.16 %","-92.00 %","-94.78 %","-90.40 %","","-70.62 %","-73.33 %","-66.23 %",""," 91.49 %","-94.04 %","-88.93 %"," 13.78 %","-83.99 %","-69.60 %"," ##.## %","-78.17 %","-88.11 %","-88.48 %","-85.60 %","-76.08 %","-85.59 %"
"2020-06-25"," 11.11 %"," ##.## %","-98.43 %"," ##.## %"," ##.## %","   .71 %"," ##.## %","  4.82 %","  4.63 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","-95.43 %","-99.98 %","-45.56 %","-97.06 %"," ##.## %"," 10.09 %"," ##.## %"," ##.## %","-25.30 %"," ##.## %"," ##.## %","-94.28 %"," ##.## %","-96.94 %"," ##.## %"
"2020-06-26"," ##.## %","-98.24 %","-98.27 %","-97.10 %","-95.42 %","   .47 %","-97.88 %","  4.69 %","  4.42 %","-76.79 %","-89.68 %","-93.94 %","-90.29 %","-98.11 %","-98.01 %","-97.53 %","","-89.40 %","-87.79 %","-94.03 %","-99.43 %","  4.08 %","-96.59 %","-97.08 %","  6.52 %","-96.65 %","-87.23 %","  6.45 %","-86.76 %","-93.85 %","-94.80 %","-94.51 %","-96.10 %","-93.37 %"
"2020-06-27","","-97.09 %","-97.18 %","-95.95 %","-93.53 %","   .71 %","-92.71 %","  3.82 %","  8.57 %","-67.67 %","-80.70 %","-87.90 %","-81.56 %","-95.91 %","-96.58 %","-94.57 %","","-80.04 %","-79.11 %","-93.93 %",""," 47.06 %","-90.41 %","-94.05 %"," 16.25 %","-90.84 %","-79.49 %","-27.27 %","-81.43 %","-89.68 %","-88.78 %","-90.54 %","-87.48 %","-90.03 %"
"2020-06-28","-49.18 %","-98.42 %","-98.92 %","-97.10 %","-96.06 %","   .70 %","-98.77 %","  3.60 %","  6.21 %","-82.27 %","-92.14 %","-97.08 %","-92.80 %","-98.05 %","-98.45 %","-99.09 %","","-92.80 %","-90.58 %","-94.60 %","-99.71 %","-73.33 %","-95.88 %","-97.86 %","  4.93 %","-96.27 %","-91.64 %","-41.67 %","-88.75 %","-94.76 %","-97.16 %","-95.59 %","-95.81 %","-95.70 %"
"2020-06-29"," 22.58 %","   .00 %","-98.06 %","-96.33 %","-94.48 %","   .70 %","-97.15 %","  2.51 %","  4.42 %","-74.12 %","-87.61 %","-93.04 %","-88.73 %","-96.90 %","   .00 %"," ##.## %","","-88.18 %"," ##.## %","-87.54 %","-99.30 %"," ##.## %","-95.37 %","-96.61 %","  6.27 %","-94.87 %","   .00 %","","-84.09 %","-91.83 %","-94.92 %"," ##.## %","-94.00 %","-92.33 %"
"2020-06-30"," 18.42 %","-98.33 %","-99.78 %","-96.13 %","-94.96 %","  1.38 %","-99.05 %","  2.58 %","  5.12 %","-85.66 %","-94.27 %","-98.18 %","-91.72 %","-97.88 %","-98.35 %","-99.49 %","","-93.74 %","-91.09 %","-96.18 %","-99.91 %"," ##.## %","-98.38 %","-97.62 %","  -.74 %","-96.96 %","-92.34 %","-25.00 %","-88.93 %","-94.98 %"," ##.## %","-95.66 %","-96.38 %","-96.53 %"
"2020-07-01","  6.67 %"," ##.## %","-98.35 %"," ##.## %"," ##.## %","  1.36 %","-97.76 %","  2.80 %","  5.48 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","-93.22 %","-99.47 %","-85.07 %","-94.16 %"," ##.## %","  9.51 %"," ##.## %"," ##.## %"," 42.86 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","-94.35 %"," ##.## %"
"2020-07-02"," 18.75 %","-97.23 %","-97.05 %","-94.22 %","-93.71 %","   .90 %","-96.41 %","  2.64 %"," -2.16 %","-70.84 %","-84.42 %","-90.77 %","-86.40 %","-97.02 %","-96.17 %","-95.88 %","","-85.38 %","-83.07 %","-89.30 %","-99.84 %"," ##.## %","-92.12 %","-95.61 %","  6.11 %","-93.39 %","-82.96 %"," ##.## %","-80.95 %","-88.75 %","-92.70 %","-92.38 %","-91.72 %","-90.91 %"
"2020-07-03"," 12.28 %","-97.94 %","-98.40 %","-95.62 %","-95.09 %","   .89 %","-98.88 %","  2.74 %","  6.93 %","-80.14 %","-90.81 %","-95.63 %","-91.64 %","-97.79 %","-97.64 %","-98.89 %","","-91.87 %","-88.89 %","-84.43 %","-99.51 %","-60.61 %","-94.86 %","-97.40 %","  2.81 %","-95.60 %","-90.63 %","-98.39 %","-85.92 %","-92.43 %","-95.54 %","-94.68 %","-95.29 %","-94.70 %"
"2020-07-04","  4.69 %"," 99.56 %"," ##.## %"," ##.## %"," 53.18 %","  1.10 %"," 52.41 %","  2.65 %"," 16.06 %"," 30.71 %"," 53.62 %"," 64.29 %"," 57.96 %"," 23.33 %"," ##.## %"," 69.00 %",""," 25.29 %"," 51.72 %","-64.52 %"," ##.## %"," 51.28 %"," ##.## %"," 66.57 %"," 10.20 %"," 52.40 %"," 33.48 %"," ##.## %"," 80.93 %"," ##.## %"," 27.29 %"," 54.34 %"," 63.57 %"," 52.72 %"
"2020-07-05","  8.96 %","-97.85 %","-98.16 %","-94.47 %","-95.07 %","  1.53 %","-99.10 %","  2.31 %","  4.57 %","-83.28 %","-93.37 %","-97.91 %","-92.66 %","-98.16 %","-97.40 %","-99.15 %","","-93.20 %","-88.77 %","-95.72 %","-99.53 %"," 52.54 %","-94.58 %","-97.26 %","  4.74 %","-96.13 %","-92.86 %"," 51.16 %","-85.85 %","-92.14 %","-94.44 %","-94.95 %","-96.65 %","-95.71 %"
"2020-07-06"," 21.92 %","-97.70 %","-97.86 %","-93.87 %","-95.29 %","  4.51 %","-98.88 %","  1.39 %","  2.95 %","-83.39 %","-92.95 %","-97.83 %","-91.89 %","-98.06 %","-97.19 %","-99.18 %","","-93.08 %","-87.29 %","-98.92 %","-99.24 %"," 50.00 %","-98.01 %","-96.97 %","  8.94 %","-96.06 %","-92.87 %","   .00 %","-85.51 %","-91.62 %","-93.27 %","-94.96 %","-96.04 %","-95.50 %"
"2020-07-07","  6.74 %","-97.28 %","-98.09 %","-90.03 %","-94.06 %","  1.03 %","-98.31 %","  1.99 %","  4.96 %","-76.42 %","-88.44 %","-95.32 %","-89.54 %","-96.93 %","-96.55 %","-98.29 %","","-90.99 %","-85.26 %","-95.58 %","-99.34 %","-76.30 %","-97.40 %","-96.46 %","  1.48 %","-95.06 %","-87.80 %","  3.08 %","-82.80 %","-88.87 %","-95.21 %","-93.60 %","-94.50 %","-92.72 %"
"2020-07-08","  2.11 %","-95.84 %","-95.66 %","-88.41 %","-91.55 %","  3.05 %","-94.41 %","  1.98 %","  7.15 %","-65.01 %","-78.44 %","-88.43 %","-81.42 %","-95.21 %","-93.32 %","-93.82 %","","-80.99 %","-77.42 %","-97.48 %","-97.31 %"," ##.## %","-91.51 %","-92.63 %"," 12.18 %","-90.54 %","-77.48 %","  8.96 %","-74.90 %","-80.76 %","-89.73 %","-89.39 %","-90.53 %","-87.36 %"
"2020-07-09","  7.22 %","-97.24 %","-98.28 %","-92.46 %","-94.25 %","  3.16 %","-98.49 %","  2.09 %","  5.49 %","-80.55 %","-91.92 %","-97.36 %","-91.25 %","-97.18 %","-96.46 %","-98.88 %","","-92.04 %","-85.29 %","-76.63 %","-99.35 %","","-97.27 %","-96.69 %"," -3.65 %","-95.09 %","-91.32 %","  1.37 %","-83.58 %","-89.38 %","-95.97 %","-93.98 %","-95.62 %","-94.70 %"
"2020-07-10","   .00 %","-87.54 %","-86.80 %","-67.34 %","-80.93 %","  2.49 %","-68.09 %","  1.95 %","  4.65 %","-42.02 %","-50.12 %","-59.86 %","-58.86 %","-82.15 %","-79.79 %","   .00 %","","-55.30 %","-51.36 %","-53.30 %","-85.12 %","-32.50 %","-71.76 %","-72.39 %"," 11.09 %","-67.07 %","-53.42 %","-17.57 %","-54.24 %","-57.79 %","-67.71 %","-70.51 %","-64.87 %","-70.14 %"
"2020-07-11","","-89.58 %","-88.57 %","-70.06 %","-84.37 %","  2.43 %","-81.96 %","  1.63 %","  5.20 %","-45.53 %","-53.74 %","-70.23 %","-63.72 %","-82.52 %","-82.22 %","-81.40 %","","-61.08 %","-50.13 %","-85.42 %","-91.41 %"," 96.30 %","-91.22 %","-78.34 %","  8.52 %","-75.26 %","-57.25 %"," 42.62 %","-58.05 %","-61.94 %","-70.35 %","-75.45 %","-73.55 %","-74.11 %"
"2020-07-12","  6.73 %","-96.66 %","-96.77 %","-90.63 %","-93.10 %","  1.82 %","-98.72 %","  1.42 %","  3.59 %","-81.49 %","-91.39 %","-97.97 %","-90.28 %","-97.06 %","-95.71 %","-98.91 %","","-92.11 %","-86.63 %","-97.08 %","-98.44 %","-46.54 %","-94.15 %","-96.04 %","  2.62 %","-95.07 %","-91.55 %","  4.60 %","-82.78 %","-88.59 %","-89.10 %","-93.61 %","-96.07 %","-94.18 %"
"2020-07-13","  2.70 %"," ##.## %","-96.89 %"," ##.## %"," ##.## %","  5.19 %","-98.48 %","  1.11 %","  5.30 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","-98.34 %","-98.61 %"," 14.12 %","-95.93 %"," ##.## %","  5.17 %"," ##.## %"," ##.## %"," 43.96 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","-95.78 %"," ##.## %"
"2020-07-14","  4.39 %","-95.94 %","  1.88 %","-92.44 %","-91.53 %","  2.04 %","-98.59 %","  1.41 %","  6.58 %","-80.61 %","-90.63 %","-98.03 %","-89.26 %","-96.09 %","-95.14 %","-98.94 %","","-91.11 %","-86.24 %","-93.17 %","-98.46 %"," 18.56 %","-89.50 %","-95.69 %","  4.64 %","-94.76 %","-90.03 %"," 50.38 %","-81.89 %","-87.72 %","-87.33 %","-92.82 %","-95.67 %","-93.75 %"
"2020-07-15","  4.20 %"," ##.## %","-52.50 %","-22.39 %","-29.50 %","  3.17 %"," ##.## %","  1.43 %","  7.19 %"," ##.## %"," ##.## %"," -8.65 %"," ##.## %","-29.06 %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","-17.10 %","-65.82 %","","-55.35 %","-20.66 %"," -2.25 %"," ##.## %"," ##.## %","-27.92 %"," ##.## %"," ##.## %","-31.81 %"," ##.## %","-32.54 %"," ##.## %"
"2020-07-16","  3.23 %"," ##.## %","-97.64 %","-87.43 %","-90.73 %","  2.58 %","-98.09 %","  1.41 %","  5.32 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","-94.39 %","-96.19 %"," 92.17 %","-93.68 %"," ##.## %"," 16.67 %"," ##.## %"," ##.## %","  9.15 %"," ##.## %"," ##.## %","-93.42 %"," ##.## %"," ##.## %"," ##.## %"
"2020-07-17","  3.12 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  3.94 %"," ##.## %","  1.23 %","  6.31 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %","-31.22 %"," ##.## %"," ##.## %","  6.39 %"," ##.## %"," ##.## %"," 34.84 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-07-18","  3.03 %","-94.84 %","-96.30 %","-89.83 %","-89.38 %","  4.70 %","-97.90 %","  1.23 %","  5.45 %","-76.91 %","-88.89 %","-96.32 %","-87.95 %","-95.04 %","-93.24 %","-98.05 %","","-89.31 %","-82.08 %","-95.11 %","-96.35 %","  1.32 %","-93.25 %","-94.89 %"," -4.53 %","-93.66 %","-89.16 %"," -4.78 %","-78.63 %","-85.09 %","-92.24 %","-91.29 %","-94.42 %","-91.61 %"
"2020-07-19"," 11.03 %","-94.24 %","-94.61 %","-84.51 %","-88.42 %","  3.76 %","-97.77 %","  1.00 %","  4.97 %","-74.81 %","-87.38 %","-96.05 %","-87.18 %","-95.42 %","-92.65 %","-97.70 %","","-88.01 %","-82.34 %","-94.98 %","-95.94 %","","-95.53 %","-94.60 %"," 13.09 %","-93.07 %","-87.70 %","  5.03 %","-77.69 %","-84.13 %","-91.91 %","-90.53 %","-94.60 %","-90.48 %"
"2020-07-20","  2.65 %","-93.91 %","-93.29 %","-86.32 %","-86.03 %","  2.79 %","-98.20 %","   .78 %","  5.36 %","-78.30 %","-87.32 %","-96.40 %","-86.03 %","-94.20 %","-92.31 %","-98.44 %","","-89.48 %","-83.70 %","-96.78 %","-94.44 %"," -8.44 %","-94.36 %","-94.09 %","  1.47 %","-93.36 %","-88.31 %"," 10.53 %","-78.45 %","-85.09 %","-75.56 %","-89.93 %","-93.93 %","-91.38 %"
"2020-07-21","  3.23 %"," ##.## %"," ##.## %"," 32.30 %"," 92.87 %","  1.90 %"," 93.30 %","  1.09 %","  4.52 %"," 22.83 %"," 38.21 %"," 15.27 %"," 55.13 %"," 68.00 %"," 96.51 %"," 88.84 %",""," 44.73 %"," 17.02 %"," ##.## %"," ##.## %",""," ##.## %"," 60.98 %","  7.52 %"," 50.57 %"," 35.84 %"," 29.87 %"," 34.60 %"," 43.66 %"," 70.49 %"," 54.16 %"," 56.89 %"," 68.36 %"
"2020-07-22","  5.62 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  3.86 %"," ##.## %","   .98 %","  3.70 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %"," 50.35 %"," 78.76 %"," ##.## %","  6.58 %"," ##.## %"," ##.## %"," 45.67 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-07-23"," 11.24 %"," 41.86 %"," 19.50 %","-25.55 %"," 19.04 %","  2.56 %"," 26.85 %","   .82 %","  4.17 %","  8.77 %","  4.10 %"," 31.61 %"," 23.06 %"," 35.65 %"," 26.84 %"," 29.24 %",""," 11.28 %"," ##.## %","  7.53 %"," 11.61 %"," 15.57 %"," ##.## %"," 21.05 %","  4.26 %"," 16.51 %"," ##.## %","  5.03 %"," 13.33 %"," ##.## %"," 27.19 %"," 18.27 %"," 33.87 %"," 22.06 %"
"2020-07-24"," 10.11 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  2.88 %"," ##.## %","   .81 %","  4.37 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %","-71.02 %"," ##.## %"," ##.## %","  1.42 %"," ##.## %"," ##.## %","  3.70 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-07-25"," 14.98 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  3.52 %"," ##.## %","   .89 %","  3.22 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","-87.78 %"," ##.## %","  8.18 %"," ##.## %"," ##.## %","-76.26 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
