"date","Andaman and Nicobar Islands","Andhra Pradesh","Arunachal Pradesh","Assam","Bihar","Chandigarh","Chhattisgarh","Delhi","Goa","Gujarat","Haryana","Himachal Pradesh","Jammu and Kashmir","Jharkhand","Karnataka","Kerala","Lakshadweep","Madhya Pradesh","Maharashtra","Manipur","Meghalaya","Mizoram","Nagaland","Odisha","Puducherry","Punjab","Rajasthan","Sikkim","Tamil Nadu","Telangana","Tripura","Uttar Pradesh","Uttarakhand","West Bengal"
"2020-05-30","","-97.52 %","-99.86 %","-96.39 %","-94.20 %","   .00 %","-97.95 %","  6.71 %"," ##.## %","-73.20 %","-94.99 %","-87.71 %","-88.14 %","-94.99 %","-97.88 %","-95.13 %","","-75.67 %","-84.17 %","-99.11 %","","","-96.83 %","-94.15 %","","-87.95 %","-80.36 %","","-91.65 %","-96.15 %","-94.43 %","-90.94 %","-91.80 %","-92.93 %"
"2020-05-31","","-99.61 %","","-99.32 %","-98.13 %","  1.38 %","-99.89 %","  7.00 %","  1.52 %","-93.54 %","-99.30 %","-99.40 %","-97.85 %","-99.55 %","-99.70 %","-99.88 %","","-96.80 %","-97.05 %","-98.97 %","","","-98.84 %","-99.39 %","-99.84 %","-99.13 %","-96.82 %","","-97.43 %","-99.22 %","-97.63 %"," ##.## %","-98.85 %","-99.01 %"
"2020-06-01","","-99.58 %","-98.25 %","-98.91 %","-98.53 %","  1.37 %","-99.84 %","  5.00 %","  2.99 %"," ##.## %"," ##.## %"," ##.## %","-97.63 %","-99.39 %","-99.64 %"," ##.## %",""," ##.## %"," ##.## %","-99.74 %","-99.95 %","","","-99.36 %","-99.81 %"," ##.## %"," ##.## %","","-97.14 %"," ##.## %","-98.36 %"," ##.## %","-99.01 %"," ##.## %"
"2020-06-02",""," ##.## %","-99.95 %"," ##.## %"," ##.## %","  1.35 %"," ##.## %","  6.24 %","  8.70 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","-99.76 %","-99.96 %"," ##.## %","-99.70 %"," ##.## %",""," 58.97 %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-06-03","","-90.25 %","-91.86 %","-89.07 %","-80.40 %","","-89.57 %","  6.85 %"," 54.67 %","-60.77 %","-88.55 %","-73.69 %","-77.08 %","-85.00 %","-92.83 %","-86.32 %","","-58.75 %","-73.72 %","-93.22 %","-94.09 %","-93.67 %","-98.64 %","-85.61 %","-95.12 %","-82.42 %","-63.85 %","   .00 %","-84.07 %","-93.64 %","-82.01 %","-84.98 %","-74.31 %","-82.79 %"
"2020-06-04","","-99.50 %","-99.78 %","-98.15 %","-98.29 %","   .33 %","-99.64 %","  5.76 %"," 39.66 %","-89.25 %","-98.27 %","-98.30 %","-96.85 %","-99.34 %","-99.64 %","-99.66 %","","-95.18 %","-95.51 %","-94.53 %","","-99.89 %","-99.03 %","-99.25 %","-99.97 %","-98.62 %","-95.45 %","","-96.27 %","-99.06 %","-98.26 %","-98.16 %","-98.32 %","-98.27 %"
"2020-06-05","","-99.39 %","-99.65 %","-98.53 %","-97.73 %","  2.32 %","-99.43 %","  5.33 %"," 18.52 %","-86.18 %","-97.44 %","-97.71 %","-95.57 %","-98.94 %","-99.30 %","-99.28 %","","-93.32 %","-94.21 %","-99.43 %","","-98.92 %","-99.51 %","-98.86 %","-99.68 %","-98.25 %","-93.06 %"," ##.## %","-95.28 %","-98.69 %","-97.58 %","-97.62 %","-97.63 %","-97.31 %"
"2020-06-06","","-98.48 %","-98.57 %","-94.72 %","-95.78 %","   .97 %","-94.51 %","  5.02 %"," 36.98 %","-75.51 %","-92.35 %","-92.83 %","-88.38 %","-95.52 %","-97.82 %","-96.16 %","","-80.31 %","-86.13 %","-96.08 %","","","-96.29 %","-95.78 %","-98.69 %","-95.21 %","-84.85 %"," ##.## %","-91.19 %","-96.80 %","-91.08 %","-93.74 %","-89.20 %","-93.67 %"
"2020-06-07","","-98.44 %","-98.67 %","-96.27 %","-95.59 %","   .64 %","-94.78 %","  4.64 %"," 12.55 %","-77.19 %","-90.89 %","-89.96 %","-86.27 %","-95.71 %","-97.76 %","-96.21 %","","-80.30 %","-85.78 %","-97.82 %","-98.00 %","-95.68 %","-99.23 %","-95.73 %","-98.59 %","-94.04 %","-84.21 %","","-90.95 %","-96.79 %","-89.78 %","-93.68 %","-89.67 %","-93.44 %"
"2020-06-08","","-99.45 %","-99.60 %","-98.74 %","-97.98 %","  1.91 %","-99.54 %","  3.49 %"," 10.14 %","-91.03 %","-97.96 %","-99.51 %","-96.32 %","-98.89 %","-99.46 %","-99.73 %","","-95.75 %","-95.32 %","-89.97 %","-99.96 %","-99.80 %","-99.09 %","-99.11 %","-99.65 %","-98.70 %","-96.25 %","","-95.89 %","-99.84 %","-98.63 %","-98.26 %","-98.24 %","-98.44 %"
"2020-06-09","  4.55 %","-99.72 %","-##.## %","-97.87 %","-97.12 %","  1.88 %","-99.29 %","  4.57 %","  7.98 %","-84.52 %","-95.91 %","-98.05 %","-94.21 %","-98.45 %","-99.31 %","-98.84 %","","-93.32 %","-93.23 %","-98.99 %","-99.77 %","-95.51 %","-99.57 %","-98.58 %","-99.51 %","-97.94 %","-91.96 %"," ##.## %","-94.07 %","-98.36 %","-98.07 %","-97.15 %","-97.04 %","-96.75 %"
"2020-06-10","  4.35 %","-98.89 %","-98.90 %","-99.31 %","-96.19 %","   .61 %","-98.07 %","  4.80 %","  7.95 %","-79.08 %","-92.54 %","-95.22 %","-89.34 %","-97.60 %","-98.65 %","-97.44 %","","-86.23 %","-89.12 %","-99.58 %","-99.05 %","-97.75 %","-99.27 %","-97.52 %","-99.16 %","-95.80 %","-87.24 %","","-92.05 %","-97.40 %","-93.52 %","-95.72 %","-93.63 %","-94.91 %"
"2020-06-11","-87.50 %","-72.89 %","-77.83 %","-88.01 %","-50.58 %","  1.22 %","-56.28 %","  5.73 %","  8.68 %","-40.61 %","-65.02 %","-51.28 %","-55.36 %","-44.30 %","-77.13 %","-62.62 %","","-35.87 %","-59.04 %"," 11.01 %","-98.59 %","-77.78 %","-87.06 %","-71.42 %","-84.67 %","-61.32 %","-42.67 %","","-66.66 %","-85.53 %","-46.34 %","-59.61 %","-62.34 %","-58.23 %"
"2020-06-12","","-99.37 %","-84.38 %","-99.69 %","-97.69 %","  3.92 %","-99.61 %","  6.17 %"," 11.14 %","-91.75 %","-97.74 %","-99.05 %","-95.84 %","-99.02 %","-99.34 %","-99.78 %","","-96.12 %","-96.10 %","-97.46 %","-99.59 %","-99.26 %"," ##.## %","-98.92 %","-99.61 %","-98.83 %","-96.03 %"," ##.## %","-95.22 %","-98.78 %","-97.38 %","-97.87 %","-98.47 %","-98.13 %"
"2020-06-13",""," ##.## %","-92.87 %"," ##.## %"," ##.## %","  1.45 %"," ##.## %","  5.80 %"," 13.07 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %","-99.95 %","-99.13 %","-98.38 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," 12.50 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-06-14"," 66.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .57 %","   .00 %","  5.72 %","  8.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-15"," 20.00 %","-99.27 %","-98.80 %","-98.62 %","-97.31 %","  1.42 %","-99.38 %","  4.00 %","  4.26 %","-89.50 %","-96.88 %","-98.77 %","-95.00 %","-98.22 %","-99.29 %","-99.68 %","","-95.34 %","-94.26 %","-99.55 %","","-99.56 %","-98.80 %","-98.77 %","-99.50 %","-98.00 %","-95.52 %","","-94.24 %","-98.52 %","-95.82 %","-97.59 %","-97.36 %","-97.84 %"
"2020-06-16"," ##.## %"," ##.## %","-85.69 %"," ##.## %"," ##.## %","  2.24 %"," ##.## %","  4.35 %","  6.97 %"," 67.12 %"," ##.## %"," 69.74 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," 56.38 %"," ##.## %"," ##.## %","-72.22 %","-77.30 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," 69.62 %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-06-17","","-11.25 %","-25.45 %"," ##.## %","   .79 %","  1.37 %"," -2.24 %","  5.41 %"," -7.79 %"," -3.16 %","-12.87 %"," -7.79 %","  -.61 %","-21.33 %","-12.24 %"," -9.65 %",""," -1.66 %"," -5.98 %","-32.94 %","-99.73 %",""," -4.49 %"," -4.88 %","-15.11 %","-13.19 %"," -5.26 %","-38.24 %"," -7.82 %","-16.18 %","-26.57 %","-10.09 %"," -2.30 %"," -6.72 %"
"2020-06-18","-78.79 %"," ##.## %","-99.97 %","-97.37 %"," ##.## %","  1.08 %","-99.25 %","  6.11 %"," 21.55 %"," ##.## %"," ##.## %","-99.10 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","-98.83 %","-99.95 %","-98.37 %","-98.90 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","-47.62 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","-97.62 %"," ##.## %"
"2020-06-19"," 28.57 %","-99.08 %","-99.22 %","-99.25 %","-97.24 %","  1.87 %","-99.17 %","  6.28 %","  2.84 %","-86.77 %","-95.52 %","-98.32 %","-94.89 %","-98.19 %","-99.07 %","-99.49 %","","-94.31 %","-93.00 %","-63.98 %","","-98.92 %","-99.08 %","-98.70 %","-99.24 %","-97.48 %","-94.33 %"," ##.## %","-92.92 %","-97.90 %","-96.86 %","-96.93 %","-97.17 %","-97.23 %"
"2020-06-20",""," ##.## %","-99.98 %"," 28.99 %"," 70.77 %","  6.04 %"," ##.## %","  6.84 %","  1.93 %"," 63.13 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," 48.15 %"," 89.63 %"," ##.## %","","-99.02 %"," 43.90 %"," ##.## %"," ##.## %"," ##.## %"," 65.04 %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-06-21"," 11.11 %","-98.98 %","-99.73 %","-97.72 %","-97.12 %","   .50 %","-99.20 %","  5.29 %"," 10.69 %","-87.08 %","-95.63 %","-98.58 %","-95.42 %","-98.54 %","-98.98 %","-99.50 %","","-94.49 %","-92.77 %","-96.71 %","-99.99 %","-99.24 %","-99.62 %","-98.48 %","-99.01 %","-97.47 %","-94.80 %","-18.57 %","-92.42 %","-97.61 %","-96.64 %","-96.88 %","-97.64 %","-97.22 %"
"2020-06-22",""," ##.## %","-96.96 %","-96.78 %"," ##.## %","  1.23 %"," ##.## %","  4.87 %","  5.62 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","-82.29 %","-99.58 %","-92.56 %","-94.14 %"," ##.## %","-96.11 %"," ##.## %"," ##.## %","-43.86 %"," ##.## %"," ##.## %","-86.20 %"," ##.## %","-84.17 %"," ##.## %"
"2020-06-23"," 20.00 %","-98.88 %","-99.10 %","-98.61 %","-96.38 %","  1.70 %","-99.30 %","  6.30 %"," -5.09 %","-87.57 %","-95.33 %","-98.52 %","-94.59 %","-98.08 %","-98.98 %","-99.66 %","","-94.51 %","-92.96 %","-97.56 %","-99.91 %","-93.11 %","-97.53 %","-98.24 %","-98.92 %","-97.42 %","-94.45 %","-93.75 %","-92.08 %","-97.15 %","-91.82 %","-96.32 %","-96.80 %","-97.28 %"
"2020-06-24"," 50.00 %","-95.73 %","-97.53 %","-94.42 %","-92.34 %","   .48 %","-84.65 %","  5.69 %"," 15.98 %","-60.48 %","-72.12 %","-78.23 %","-76.16 %","-92.00 %","-94.78 %","-90.40 %","","-70.62 %","-73.33 %","-66.23 %","","-78.62 %","-94.04 %","-88.93 %","-92.41 %","-83.99 %","-69.60 %"," ##.## %","-78.17 %","-88.11 %","-88.48 %","-85.60 %","-76.08 %","-85.59 %"
"2020-06-25"," 11.11 %","-98.84 %","-98.56 %","-97.90 %","-97.24 %","   .71 %","-99.60 %","  4.82 %","  4.63 %","-91.78 %","-96.21 %","-98.69 %","-95.17 %","-98.85 %","-99.05 %","-99.66 %","","-96.70 %","-95.82 %","-95.64 %","-99.98 %","-98.77 %","-97.22 %","-98.45 %","-98.92 %","-98.37 %","-95.70 %","-25.30 %","-92.49 %","-97.02 %","-96.04 %","-97.38 %","-97.64 %","-97.47 %"
"2020-06-26"," ##.## %","-98.24 %","-98.27 %","-97.10 %","-95.42 %","   .47 %","-97.88 %","  4.69 %","  4.42 %","-76.79 %","-89.68 %","-93.94 %","-90.29 %","-98.11 %","-98.01 %","-97.53 %","","-89.40 %","-87.79 %","-94.03 %","-99.43 %","-96.78 %","-96.59 %","-97.08 %","-97.90 %","-96.65 %","-87.23 %","  6.45 %","-86.76 %","-93.85 %","-94.80 %","-94.51 %","-96.10 %","-93.37 %"
"2020-06-27","","-98.61 %","-97.18 %","-98.34 %","-96.43 %","   .71 %","-99.28 %","  3.82 %","  8.57 %","-88.71 %","-95.34 %","-98.55 %","-93.66 %","-98.54 %","-98.80 %","-99.60 %","","-95.14 %","-93.80 %","-98.31 %","","-97.69 %","-96.64 %","-98.05 %","-98.40 %","-97.80 %","-94.45 %","-27.27 %","-90.78 %","-95.98 %","-88.78 %","-96.28 %","-97.00 %","-96.96 %"
"2020-06-28","-49.18 %","-98.42 %","-98.92 %","-97.10 %","-96.06 %","   .70 %","-98.77 %","  3.60 %","  6.21 %","-82.27 %","-92.14 %","-97.08 %","-92.80 %","-98.05 %","-98.45 %","-99.09 %","","-92.80 %","-90.58 %","-94.60 %","-99.71 %","-99.34 %","-95.88 %","-97.86 %","-98.19 %","-96.27 %","-91.64 %","-41.67 %","-88.75 %","-94.76 %","-97.16 %","-95.59 %","-95.81 %","-95.70 %"
"2020-06-29"," 22.58 %","   .00 %","-98.06 %","-96.33 %","-94.48 %","   .70 %","-97.15 %","  2.51 %","  4.42 %","-74.12 %","-87.61 %","-93.04 %","-88.73 %","-96.90 %","   .00 %"," ##.## %","","-88.18 %"," ##.## %","-87.54 %","-99.30 %","-96.85 %","-95.37 %","-96.61 %","-97.04 %","-94.87 %","   .00 %","","-84.09 %","-91.83 %","-94.92 %"," ##.## %","-94.00 %","-92.33 %"
"2020-06-30"," 18.42 %","-98.34 %","-99.78 %","-96.32 %","-93.49 %","  1.38 %","-99.04 %","  2.58 %","  5.12 %","-86.24 %","-93.86 %","-98.21 %","-92.33 %","-98.03 %","-98.32 %","-99.53 %","","-93.88 %","-91.57 %","-97.93 %","-99.91 %","-65.37 %","-95.40 %","-97.25 %","-98.17 %","-97.08 %","-93.53 %","-25.00 %","-88.85 %","-95.03 %"," ##.## %","-95.06 %","-96.16 %","-96.45 %"
"2020-07-01","  6.67 %"," ##.## %","-98.35 %"," ##.## %"," ##.## %","  1.36 %","-97.76 %","  2.80 %","  5.48 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","-93.22 %","-99.47 %","-99.12 %","-94.16 %"," ##.## %","-97.42 %"," ##.## %"," ##.## %"," 42.86 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","-94.35 %"," ##.## %"
"2020-07-02"," 18.75 %","-97.23 %","-97.05 %","-94.22 %","-93.71 %","   .90 %","-96.41 %","  2.64 %"," -2.16 %","-70.84 %","-84.42 %","-90.77 %","-86.40 %","-97.02 %","-96.17 %","-95.88 %","","-85.38 %","-83.07 %","-89.30 %","-99.84 %","-91.40 %","-92.12 %","-95.61 %","-96.20 %","-93.39 %","-82.96 %"," ##.## %","-80.95 %","-88.75 %","-92.70 %","-92.38 %","-91.72 %","-90.91 %"
"2020-07-03"," 12.28 %","-97.94 %","-98.40 %","-95.62 %","-95.09 %","   .89 %","-98.88 %","  2.74 %","  6.93 %","-80.14 %","-90.81 %","-95.63 %","-91.64 %","-97.79 %","-97.64 %","-98.89 %","","-91.87 %","-88.89 %","-84.43 %","-99.51 %","-98.35 %","-94.86 %","-97.40 %","-97.71 %","-95.60 %","-90.63 %","-98.39 %","-85.92 %","-92.43 %","-95.54 %","-94.68 %","-95.29 %","-94.70 %"
"2020-07-04","  4.69 %"," 99.56 %"," ##.## %"," ##.## %"," 53.18 %","  1.10 %"," 52.41 %","  2.65 %"," 16.06 %"," 30.71 %"," 53.62 %"," 64.29 %"," 57.96 %"," 23.33 %"," ##.## %"," 69.00 %",""," 25.29 %"," 51.72 %","-64.52 %"," ##.## %"," 78.79 %"," ##.## %"," 66.57 %"," ##.## %"," 52.40 %"," 33.48 %"," ##.## %"," 80.93 %"," ##.## %"," 27.29 %"," 54.34 %"," 63.57 %"," 52.72 %"
"2020-07-05","  8.96 %","-97.85 %","-98.16 %","-94.47 %","-95.07 %","  1.53 %","-99.10 %","  2.31 %","  4.57 %","-83.28 %","-93.37 %","-97.91 %","-92.66 %","-98.16 %","-97.40 %","-99.15 %","","-93.20 %","-88.77 %","-95.72 %","-99.53 %","-97.68 %","-94.58 %","-97.26 %","-97.50 %","-96.13 %","-92.86 %"," 51.16 %","-85.85 %","-92.14 %","-94.44 %","-94.95 %","-96.65 %","-95.71 %"
"2020-07-06"," 21.92 %","-97.75 %","-97.86 %","-94.79 %","-95.09 %","  4.51 %","-99.11 %","  1.39 %","  2.95 %","-86.84 %","-93.70 %","-98.07 %","-92.58 %","-98.19 %","-97.44 %","-99.45 %","","-94.33 %","-91.28 %","-97.82 %","-99.32 %","-95.88 %","-94.50 %","-97.11 %","-97.51 %","-97.30 %","-93.29 %","   .00 %","-86.61 %","-92.14 %","-93.27 %","-95.16 %","-96.12 %","-95.74 %"
"2020-07-07","  6.74 %","-97.28 %","-98.09 %","-90.03 %","-94.06 %","  1.03 %","-98.31 %","  1.99 %","  4.96 %","-76.42 %","-88.44 %","-95.32 %","-89.54 %","-96.93 %","-96.55 %","-98.29 %","","-90.99 %","-85.26 %","-95.58 %","-99.34 %","-98.46 %","-97.40 %","-96.46 %","-96.90 %","-95.06 %","-87.80 %","  3.08 %","-82.80 %","-88.87 %","-95.21 %","-93.60 %","-94.50 %","-92.72 %"
"2020-07-08","  2.11 %","-95.84 %","-95.66 %","-88.41 %","-91.55 %","  3.05 %","-94.41 %","  1.98 %","  7.15 %","-65.01 %","-78.44 %","-88.43 %","-81.42 %","-95.21 %","-93.32 %","-93.82 %","","-80.99 %","-77.42 %","-97.48 %","-97.31 %","-88.97 %","-91.51 %","-92.63 %","-93.79 %","-90.54 %","-77.48 %","  8.96 %","-74.90 %","-80.76 %","-89.73 %","-89.39 %","-90.53 %","-87.36 %"
"2020-07-09","  7.22 %","-97.24 %","-98.28 %","-92.46 %","-94.25 %","  3.16 %","-98.49 %","  2.09 %","  5.49 %","-80.55 %","-91.92 %","-97.36 %","-91.25 %","-97.18 %","-96.46 %","-98.88 %","","-92.04 %","-85.29 %","-76.63 %","-99.35 %","","-97.27 %","-96.69 %","-96.98 %","-95.09 %","-91.32 %","  1.37 %","-83.58 %","-89.38 %","-95.97 %","-93.98 %","-95.62 %","-94.70 %"
"2020-07-10","   .00 %","-87.54 %","-86.80 %","-67.34 %","-80.93 %","  2.49 %","-68.09 %","  1.95 %","  4.65 %","-42.02 %","-50.12 %","-59.86 %","-58.86 %","-82.15 %","-79.79 %","   .00 %","","-55.30 %","-51.36 %","-53.30 %","-85.12 %","-77.69 %","-71.76 %","-72.39 %","-74.52 %","-67.07 %","-53.42 %","-17.57 %","-54.24 %","-57.79 %","-67.71 %","-70.51 %","-64.87 %","-70.14 %"
"2020-07-11","","-89.58 %","-88.57 %","-70.06 %","-84.37 %","  2.43 %","-81.96 %","  1.63 %","  5.20 %","-45.53 %","-53.74 %","-70.23 %","-63.72 %","-82.52 %","-82.22 %","-81.40 %","","-61.08 %","-50.13 %","-85.42 %","-91.41 %","-59.02 %","-91.22 %","-78.34 %","-79.99 %","-75.26 %","-57.25 %"," 42.62 %","-58.05 %","-61.94 %","-70.35 %","-75.45 %","-73.55 %","-74.11 %"
"2020-07-12","  6.73 %","-96.86 %","-97.02 %","-93.37 %","-94.37 %","  1.82 %","-99.30 %","  1.42 %","  3.59 %","-87.95 %","-93.36 %","-98.53 %","-92.23 %","-97.99 %","-96.42 %","-99.28 %","","-94.95 %","-92.86 %","-97.12 %","-98.77 %","-98.06 %","-94.17 %","-96.50 %","-96.95 %","-97.15 %","-93.45 %","  4.60 %","-85.23 %","-90.30 %","-89.10 %","-95.11 %","-96.91 %","-94.91 %"
"2020-07-13","  2.70 %"," ##.## %","-96.89 %"," ##.## %"," ##.## %","  5.19 %","-98.48 %","  1.11 %","  5.30 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","-98.34 %","-98.61 %","-97.37 %","-95.93 %"," ##.## %","-96.11 %"," ##.## %"," ##.## %"," 43.96 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","-95.78 %"," ##.## %"
"2020-07-14","  4.39 %","-95.94 %","  1.88 %","-92.44 %","-91.53 %","  2.04 %","-98.59 %","  1.41 %","  6.58 %","-80.61 %","-90.63 %","-98.03 %","-89.26 %","-96.09 %","-95.14 %","-98.94 %","","-91.11 %","-86.24 %","-93.17 %","-98.46 %","-96.43 %","-89.50 %","-95.69 %","-95.82 %","-94.76 %","-90.03 %"," 50.38 %","-81.89 %","-87.72 %","-87.33 %","-92.82 %","-95.67 %","-93.75 %"
"2020-07-15","  4.20 %"," ##.## %","-52.50 %","-22.39 %","-29.50 %","  3.17 %"," ##.## %","  1.43 %","  7.19 %"," ##.## %"," ##.## %"," -8.65 %"," ##.## %","-29.06 %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","-17.10 %","-65.82 %","","-55.35 %","-20.66 %","-31.60 %"," ##.## %"," ##.## %","-27.92 %"," ##.## %"," ##.## %","-31.81 %"," ##.## %","-32.54 %"," ##.## %"
"2020-07-16","  3.23 %"," ##.## %","-97.64 %","-87.43 %","-90.73 %","  2.58 %","-98.09 %","  1.41 %","  5.32 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","-94.39 %","-96.19 %","-94.21 %","-93.68 %"," ##.## %","-95.31 %"," ##.## %"," ##.## %","  9.15 %"," ##.## %"," ##.## %","-93.42 %"," ##.## %"," ##.## %"," ##.## %"
"2020-07-17","  3.12 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  3.94 %"," ##.## %","  1.23 %","  6.31 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," 34.84 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-07-18","  3.03 %","-94.84 %","-96.30 %","-89.83 %","-89.38 %","  4.70 %","-97.90 %","  1.23 %","  5.45 %","-76.91 %","-88.89 %","-96.32 %","-87.95 %","-95.04 %","-93.24 %","-98.05 %","","-89.31 %","-82.08 %","-95.11 %","-96.35 %","-96.39 %","-93.25 %","-94.89 %","-95.25 %","-93.66 %","-89.16 %"," -4.78 %","-78.63 %","-85.09 %","-92.24 %","-91.29 %","-94.42 %","-91.61 %"
"2020-07-19"," 11.03 %","-94.24 %","-94.61 %","-84.51 %","-88.42 %","  3.76 %","-97.77 %","  1.00 %","  4.97 %","-74.81 %","-87.38 %","-96.05 %","-87.18 %","-95.42 %","-92.65 %","-97.70 %","","-88.01 %","-82.34 %","-94.98 %","-95.94 %","","-95.53 %","-94.60 %","-94.58 %","-93.07 %","-87.70 %","  5.03 %","-77.69 %","-84.13 %","-91.91 %","-90.53 %","-94.60 %","-90.48 %"
"2020-07-20","  2.65 %","-93.91 %","-93.29 %","-86.32 %","-86.03 %","  2.79 %","-98.20 %","   .78 %","  5.36 %","-78.30 %","-87.32 %","-96.40 %","-86.03 %","-94.20 %","-92.31 %","-98.44 %","","-89.48 %","-83.70 %","-96.78 %","-94.44 %","-96.07 %","-94.36 %","-94.09 %","-94.47 %","-93.36 %","-88.31 %"," 10.53 %","-78.45 %","-85.09 %","-75.56 %","-89.93 %","-93.93 %","-91.38 %"
"2020-07-21","  3.23 %"," ##.## %"," ##.## %"," 32.30 %"," 92.87 %","  1.90 %"," 93.30 %","  1.09 %","  4.52 %"," 22.83 %"," 38.21 %"," 15.27 %"," 55.13 %"," 68.00 %"," 96.51 %"," 88.84 %",""," 44.73 %"," 17.02 %"," ##.## %"," ##.## %",""," ##.## %"," 60.98 %"," 61.41 %"," 50.57 %"," 35.84 %"," 29.87 %"," 34.60 %"," 43.66 %"," 70.49 %"," 54.16 %"," 56.89 %"," 68.36 %"
"2020-07-22","  5.62 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  3.86 %"," ##.## %","   .98 %","  3.70 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," 78.76 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," 45.67 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-07-23"," 11.24 %"," 41.86 %"," 19.50 %","-25.55 %"," 19.04 %","  2.56 %"," 26.85 %","   .82 %","  4.17 %","  8.77 %","  4.10 %"," 31.61 %"," 23.06 %"," 35.65 %"," 26.84 %"," 29.24 %",""," 11.28 %"," ##.## %","  7.53 %"," 11.61 %","-93.01 %"," ##.## %"," 21.05 %"," 21.23 %"," 16.51 %"," ##.## %","  5.03 %"," 13.33 %"," ##.## %"," 27.19 %"," 18.27 %"," 33.87 %"," 22.06 %"
"2020-07-24"," 10.11 %","-91.12 %"," ##.## %","-87.92 %","-78.60 %","  2.88 %","-97.52 %","   .81 %","  4.37 %","-77.08 %","-87.09 %","-95.48 %","-83.24 %","-91.05 %","-90.42 %","-98.24 %","","-88.60 %","-83.35 %","-93.65 %","-93.95 %","-97.79 %","-71.52 %","-92.40 %","-93.41 %","-93.24 %","-87.31 %","  3.70 %","-75.91 %","-83.13 %","-70.30 %","-86.99 %","-91.85 %","-89.34 %"
"2020-07-25"," 14.98 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  3.52 %"," ##.## %","   .89 %","  3.22 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %","-93.92 %","-87.78 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","-76.26 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-07-26"," 11.76 %","-89.03 %","  6.42 %","-79.56 %","-81.55 %","  4.11 %","-97.15 %","   .83 %","  3.73 %","-75.48 %","-86.47 %","-95.47 %","-83.49 %","-90.76 %","-89.04 %","-97.55 %","","-87.32 %","-80.46 %","-96.47 %","-93.88 %","-94.25 %","-75.05 %","-92.03 %","-92.72 %","-90.81 %","-86.20 %"," ##.## %","-73.50 %","","-88.38 %","-87.91 %","-91.63 %","-88.57 %"
